param_initialization,qaoa_variant,optimizer,depth,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,obj_func_evolution,
93,uniform,vanilla,COBYLA,3,9,HCQbQpJ,2869.6951036453247,43,"[array(0.30904616), array(-0.02317374), array(-0.01450881), array(-0.07535272), array(-0.14868122), array(-0.05744684), array(-0.13936357), array(0.00906095), array(-0.07990998), array(-0.01058911), array(-0.12644092), array(-0.07167939), array(-0.09839685), array(-0.15351913), array(-0.05851022), array(-0.13079551), array(-0.19790225), array(-0.0275689), array(-0.15493709), array(-0.22404832), array(-0.19263762), array(-0.19727815), array(-0.11366699), array(-0.1619437), array(-0.15205775), array(-0.18892618), array(-0.1737858), array(-0.18772142), array(-0.19404673), array(-0.18519227), array(-0.18459149), array(-0.19576564), array(-0.19816657), array(-0.20975418), array(-0.1316508), array(-0.29024808), array(-0.23209807), array(-0.24649141), array(-0.1983585), array(-0.23515744), array(-0.17404867), array(-0.17419184), array(-0.14328346)]","[1, 1, 1, 0, 1, 0, 0, 0, 1]",3.7265575720304973,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0]",4.211028141743718
94,uniform,vanilla,COBYLA,3,9,HCdbFNf,331.06310391426086,36,"[array(0.10710334), array(0.02449454), array(-0.20533428), array(0.05398741), array(-0.24725419), array(0.13392469), array(0.16207918), array(0.26253361), array(0.01385916), array(-0.06623969), array(0.12284849), array(-0.19334274), array(-0.23131832), array(-0.26619618), array(-0.19982967), array(-0.20367701), array(-0.30463586), array(-0.21480498), array(-0.23680194), array(-0.24067603), array(-0.28963101), array(-0.27223405), array(-0.28908147), array(-0.12668551), array(-0.24605913), array(-0.30074005), array(-0.24604024), array(-0.2987454), array(-0.18387772), array(-0.30523509), array(-0.31496153), array(-0.24408891), array(-0.24623074), array(-0.24384435), array(-0.27951276), array(-0.27571134)]","[1, 0, 0, 0, 0, 1, 1, 0, 0]",8.618099618340064,"[0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0]",8.618099618340064
95,uniform,vanilla,COBYLA,3,9,H?`fffj,328.64225792884827,42,"[array(-0.42968017), array(0.0132178), array(0.0410118), array(-0.07993508), array(-0.4170313), array(-0.24638768), array(-0.45282723), array(-0.07705638), array(-0.27579665), array(-0.25652625), array(-0.04045738), array(-0.22799691), array(-0.3368451), array(-0.30855398), array(-0.3612795), array(-0.35912051), array(-0.43429196), array(-0.45621292), array(-0.42920338), array(-0.47140308), array(-0.40695811), array(-0.47487674), array(-0.5275525), array(-0.58745843), array(-0.56504913), array(-0.55575658), array(-0.51946559), array(-0.55484317), array(-0.54976429), array(-0.4916679), array(-0.55070968), array(-0.53403379), array(-0.58778785), array(-0.60709742), array(-0.47694967), array(-0.58874501), array(-0.49180753), array(-0.55794986), array(-0.5166366), array(-0.53800175), array(-0.60641196), array(-0.60594481)]","[0, 0, 1, 0, 1, 1, 1, 1, 0]",5.246486326941805,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",6.532236701606372
96,uniform,vanilla,COBYLA,3,9,H?ovfz{,285.3211166858673,33,"[array(0.03235304), array(-0.01298277), array(-0.03324315), array(-0.20927251), array(-0.02163723), array(-0.25145977), array(-0.14873086), array(-0.00720138), array(0.04773444), array(-0.13944152), array(-0.24614836), array(-0.12771232), array(-0.16391407), array(-0.24351332), array(-0.24711034), array(-0.14488795), array(-0.2196982), array(-0.19398588), array(-0.22253698), array(-0.17892215), array(-0.22507755), array(-0.17981975), array(-0.26008733), array(-0.23826091), array(-0.23345817), array(-0.21156168), array(-0.18568749), array(-0.16470352), array(-0.24681849), array(-0.22082816), array(-0.17622295), array(-0.23839393), array(-0.19884106)]","[1, 1, 1, 0, 0, 1, 0, 1, 0]",6.909719876946259,"[1.0, 1.0, 1.0, 1.0, 0, 1.0, 0, 0, 0]",8.36843075048951
97,uniform,vanilla,COBYLA,3,9,HCrM\^~,238.34716963768005,30,"[array(-0.04777731), array(-0.05737958), array(0.15122552), array(0.06227039), array(-0.01985615), array(0.07482923), array(0.01187914), array(-0.033198), array(0.15533554), array(0.03970426), array(-0.13164257), array(0.00740189), array(-0.07363835), array(-0.04108342), array(0.07794466), array(0.05952341), array(0.01208939), array(-0.09847199), array(-0.0038445), array(-0.00192773), array(0.0381266), array(-0.07849367), array(-0.01118597), array(-0.03621418), array(-0.03843529), array(0.00397449), array(-0.0917307), array(0.03189073), array(-0.08870167), array(-0.03166228)]","[0, 0, 1, 0, 0, 0, 1, 0, 0]",4.619608324208155,"[0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",9.397804657366132
98,uniform,vanilla,COBYLA,3,9,H?`fNrt,247.07819032669067,34,"[array(-0.29000589), array(0.28708974), array(-0.30824875), array(-0.03022309), array(-0.1245187), array(-0.21619743), array(-0.27489878), array(0.40860339), array(0.02414118), array(-0.12250519), array(-0.3005877), array(-0.21061423), array(-0.25229464), array(-0.23345694), array(-0.29382135), array(-0.24995475), array(-0.39796765), array(-0.2944256), array(-0.35394736), array(-0.20939851), array(-0.31469734), array(-0.31891718), array(-0.2759615), array(-0.2784743), array(-0.31433724), array(-0.37776985), array(-0.2577966), array(-0.29309511), array(-0.32880849), array(-0.2922926), array(-0.32477121), array(-0.25594288), array(-0.28016741), array(-0.29454098)]","[1, 0, 1, 1, 0, 1, 0, 1, 0]",6.70021996388731,"[0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0]",6.784150497834054
99,uniform,vanilla,COBYLA,3,9,H?o~FB~,261.20685720443726,39,"[array(0.02878419), array(0.07171903), array(-0.27233278), array(-0.04375368), array(-0.2092892), array(-0.30232646), array(-0.38273045), array(0.08469247), array(0.15230019), array(-0.09306228), array(-0.28877766), array(-0.09037489), array(0.06453353), array(-0.29633898), array(0.12406049), array(-0.00464068), array(-0.33241951), array(-0.26384208), array(-0.25050698), array(-0.27729155), array(-0.39725643), array(-0.29540298), array(-0.38777348), array(-0.35489059), array(-0.37082116), array(-0.36683449), array(-0.27269783), array(-0.34225723), array(-0.30686508), array(-0.36573368), array(-0.32457592), array(-0.4353557), array(-0.4624585), array(-0.37236708), array(-0.40079038), array(-0.40057475), array(-0.34671839), array(-0.34651999), array(-0.33662743)]","[1, 1, 0, 0, 0, 1, 0, 0, 1]",7.74957494188566,"[0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]",8.466571687859474
0,uniform,vanilla,COBYQA,3,9,DFw,549.5660583972931,51,"[array(-0.26837738), array(-0.4998639), array(0.01661641), array(-0.07118092), array(0.32604673), array(0.12839541), array(-0.20311662), array(-0.41843825), array(0.54396615), array(-0.07157058), array(-0.57855937), array(-0.22566067), array(-0.13014208), array(0.59577203), array(0.21273566), array(-0.35124593), array(-0.53165975), array(-0.63554807), array(-0.63836888), array(-0.60823534), array(-0.62362799), array(-0.80250775), array(-0.90132585), array(-0.92511554), array(-0.90628303), array(-0.87052184), array(-0.89215694), array(-0.90378046), array(-0.93444112), array(-0.880282), array(-0.79227258), array(-0.92617439), array(-0.92109877), array(-0.87090619), array(-0.85691768), array(-0.84724333), array(-0.9426516), array(-0.88035972), array(-0.9467888), array(-0.91261665), array(-0.89316646), array(-0.92173261), array(-0.95277994), array(-0.93350848), array(-0.90722152), array(-0.88231154), array(-0.88545774), array(-0.91237807), array(-0.92561683), array(-0.93558316), array(-0.94128371)]","[1, 1, 1, 0, 0]",3.3806223225650873,"[1.0, 1.0, 1.0, 0, 0]",3.3806223225650873
1,uniform,vanilla,COBYQA,3,9,DUw,633.2319645881653,59,"[array(0.00473729), array(-0.03167172), array(-0.14401137), array(-0.05114065), array(0.03179183), array(-0.21498963), array(-0.11288718), array(-0.23633036), array(-0.13770638), array(-0.11301237), array(-0.1201972), array(0.17940068), array(0.05530431), array(-0.05386002), array(-0.38874226), array(-0.23729034), array(-0.00372281), array(-0.28023088), array(-0.4031117), array(-0.35820351), array(-0.23092914), array(-0.47138132), array(-0.43533731), array(-0.40913797), array(-0.42984896), array(-0.44803708), array(-0.53332335), array(-0.53852895), array(-0.47384286), array(-0.53596843), array(-0.48102029), array(-0.54112808), array(-0.54703509), array(-0.54513251), array(-0.62349074), array(-0.5891394), array(-0.61923471), array(-0.56857291), array(-0.61151897), array(-0.5322951), array(-0.55353402), array(-0.62033683), array(-0.52135622), array(-0.59679567), array(-0.62036843), array(-0.574212), array(-0.56605611), array(-0.58212636), array(-0.58085548), array(-0.58215564), array(-0.55623644), array(-0.59501902), array(-0.55810267), array(-0.6149504), array(-0.57433373), array(-0.56353217), array(-0.54992233), array(-0.54355917), array(-0.54920242)]","[0, 0, 1, 1, 1]",2.854180201430194,"[1.0, 1.0, 0, 0, 0]",2.8541802014301934
2,uniform,vanilla,COBYQA,3,9,DV{,484.6224594116211,45,"[array(-0.2682578), array(-0.13812236), array(-0.16013648), array(0.03672166), array(-0.13812632), array(-0.09533165), array(-0.07624321), array(0.03474447), array(-0.23513677), array(0.00774386), array(0.10748731), array(-0.02840053), array(-0.11311507), array(-0.13786799), array(-0.1076312), array(-0.30575262), array(-0.19426147), array(-0.2802532), array(-0.28471674), array(-0.28223889), array(-0.24003758), array(-0.26101421), array(-0.23798611), array(-0.24786554), array(-0.24508237), array(-0.27636945), array(-0.27738899), array(-0.26227382), array(-0.24756867), array(-0.30653969), array(-0.22231195), array(-0.32425698), array(-0.25112494), array(-0.25507254), array(-0.28682912), array(-0.26858457), array(-0.26127885), array(-0.23585814), array(-0.30082523), array(-0.27444261), array(-0.31029464), array(-0.29269929), array(-0.24323523), array(-0.30233913), array(-0.24882057)]","[1, 1, 0, 0, 0]",2.1698107728157328,"[1.0, 1.0, 0, 0, 0]",2.1698107728157328
3,uniform,vanilla,COBYQA,3,9,DUW,510.70673727989197,48,"[array(-0.12515956), array(-0.29431895), array(0.0982303), array(0.02534566), array(0.0451483), array(0.0438267), array(0.07206833), array(-0.08824853), array(0.20036609), array(-0.16336993), array(-0.06093936), array(-0.07664808), array(-0.07744028), array(-0.0015755), array(-0.09774801), array(-0.29354369), array(-0.2464984), array(-0.25433894), array(-0.22636083), array(-0.27309856), array(-0.33161689), array(-0.36015395), array(-0.30154792), array(-0.32068402), array(-0.34363019), array(-0.31414476), array(-0.38868979), array(-0.36927357), array(-0.37629951), array(-0.37033167), array(-0.38350106), array(-0.37637899), array(-0.37894348), array(-0.38511921), array(-0.37583178), array(-0.38697546), array(-0.35451963), array(-0.38247286), array(-0.38040295), array(-0.3495245), array(-0.41394172), array(-0.37038412), array(-0.38799326), array(-0.38648245), array(-0.38707326), array(-0.3595727), array(-0.36840887), array(-0.40093604)]","[1, 1, 0, 0, 1]",2.3896421367549214,"[1.0, 1.0, 0, 0, 1.0]",2.3896421367549214
4,uniform,vanilla,COBYQA,3,9,DC{,630.0703368186951,59,"[array(0.09721238), array(0.70980542), array(0.25760575), array(-0.09279397), array(-0.06250939), array(-0.07910904), array(-0.13859588), array(0.54496008), array(0.04773171), array(-0.4053424), array(0.47787856), array(-0.15059992), array(0.09829061), array(0.01707463), array(-0.46200267), array(-0.34383682), array(-0.34308728), array(-0.45610018), array(-0.29297598), array(-0.4499111), array(-0.40701476), array(-0.55265331), array(-0.68400267), array(-0.64603045), array(-0.69815021), array(-0.6719258), array(-0.64480592), array(-0.67125442), array(-0.67950651), array(-0.63291357), array(-0.68555489), array(-0.71177277), array(-0.65448983), array(-0.72337745), array(-0.63008305), array(-0.67835699), array(-0.73477796), array(-0.68590978), array(-0.59023285), array(-0.65482978), array(-0.62759672), array(-0.72410565), array(-0.68482051), array(-0.71842901), array(-0.67175954), array(-0.70632611), array(-0.70937011), array(-0.67905397), array(-0.66653975), array(-0.66580287), array(-0.64982799), array(-0.70474234), array(-0.6741652), array(-0.68723135), array(-0.68671655), array(-0.68303862), array(-0.69045366), array(-0.68149687), array(-0.6564007)]","[1, 1, 1, 1, 0]",3.3768990694203076,"[1.0, 1.0, 1.0, 1.0, 0]",3.376899069420308
5,uniform,vanilla,COBYQA,3,9,DCw,765.9854753017426,72,"[array(0.07785565), array(-0.26544899), array(-0.25632978), array(0.22113513), array(0.11121112), array(0.05017732), array(0.1407313), array(-0.02162514), array(-0.06281963), array(0.16257895), array(0.22974204), array(0.2897695), array(0.01796247), array(-0.07955712), array(-0.22203107), array(-0.19521241), array(-0.28971356), array(-0.07888465), array(-0.30429124), array(-0.37295905), array(-0.46133851), array(-0.42436421), array(-0.4468993), array(-0.50542852), array(-0.60041375), array(-0.63988917), array(-0.64778809), array(-0.50710751), array(-0.65929517), array(-0.58526407), array(-0.68624352), array(-0.71325604), array(-0.6513413), array(-0.71245234), array(-0.62894642), array(-0.6338095), array(-0.62990759), array(-0.69211566), array(-0.73076418), array(-0.66098018), array(-0.64441428), array(-0.72407716), array(-0.7285614), array(-0.76408375), array(-0.79148051), array(-0.69435787), array(-0.78050359), array(-0.78789881), array(-0.72720221), array(-0.80675637), array(-0.79333618), array(-0.7333831), array(-0.79736136), array(-0.79964923), array(-0.79088531), array(-0.77585243), array(-0.75849781), array(-0.81108128), array(-0.81869739), array(-0.770873), array(-0.76401782), array(-0.80442892), array(-0.77625752), array(-0.80324488), array(-0.77606888), array(-0.76809056), array(-0.78593646), array(-0.81081509), array(-0.80656182), array(-0.77180309), array(-0.77514828), array(-0.79476033)]","[1, 1, 1, 0, 0]",2.627609260511944,"[0, 0, 0, 1.0, 1.0]",2.6276092605119445
6,uniform,vanilla,COBYQA,3,9,D?{,493.8421392440796,47,"[array(0.03278347), array(0.0244301), array(-0.09409562), array(-0.24502892), array(-0.05923152), array(0.00300158), array(-0.01612121), array(0.01854003), array(0.10427423), array(0.00213067), array(0.17997029), array(0.1550063), array(0.11500408), array(0.01287613), array(0.17396471), array(-0.23519636), array(-0.32052528), array(-0.18624376), array(-0.32775716), array(-0.25858031), array(-0.27515811), array(-0.30514608), array(-0.36111487), array(-0.31689657), array(-0.39275489), array(-0.37916667), array(-0.37324254), array(-0.31737696), array(-0.35759788), array(-0.35138291), array(-0.32186712), array(-0.3719354), array(-0.36245781), array(-0.37376836), array(-0.34450097), array(-0.37113949), array(-0.33171042), array(-0.35520479), array(-0.36603603), array(-0.34785772), array(-0.38214661), array(-0.35996352), array(-0.38040597), array(-0.36518283), array(-0.37694323), array(-0.36672389), array(-0.37584854)]","[0, 0, 0, 0, 1]",1.796525413204832,"[1.0, 1.0, 1.0, 1.0, 0]",1.796525413204832
7,uniform,vanilla,COBYQA,3,9,DU{,557.9553079605103,52,"[array(0.07668895), array(0.17881954), array(-0.15382975), array(-0.0344317), array(-0.09799326), array(0.0634196), array(0.05885806), array(0.16427699), array(-0.12745561), array(0.18063832), array(0.27908563), array(-0.14259371), array(-0.12732658), array(-0.04413646), array(-0.01738513), array(-0.14698024), array(-0.24113118), array(-0.23586124), array(-0.22518434), array(-0.33534573), array(-0.3822403), array(-0.35605436), array(-0.39026515), array(-0.39918086), array(-0.35702191), array(-0.35939998), array(-0.36044547), array(-0.35034843), array(-0.38361682), array(-0.32709399), array(-0.34263411), array(-0.35707811), array(-0.38781117), array(-0.37818276), array(-0.35984083), array(-0.38383168), array(-0.42184298), array(-0.35427661), array(-0.34972613), array(-0.32520147), array(-0.38667464), array(-0.35129302), array(-0.40227589), array(-0.42698086), array(-0.41437575), array(-0.39537528), array(-0.43036334), array(-0.35012362), array(-0.31526499), array(-0.39272024), array(-0.36019851), array(-0.42024297)]","[0, 0, 1, 1, 0]",3.2770562504535667,"[0, 0, 1.0, 1.0, 0]",3.2770562504535663
8,uniform,vanilla,COBYQA,3,9,DF{,654.5682275295258,61,"[array(-0.10075019), array(-0.09707323), array(0.32566976), array(0.03349667), array(-0.21109431), array(0.17037684), array(0.03865817), array(-0.07082595), array(-0.42254994), array(0.60612204), array(0.0616836), array(-0.33305191), array(0.43230957), array(0.38125098), array(-0.25294581), array(-0.47150824), array(-0.25370645), array(-0.44202255), array(-0.44022734), array(-0.4869789), array(-0.52979108), array(-0.52826054), array(-0.46468834), array(-0.57926227), array(-0.56851195), array(-0.64007103), array(-0.62614817), array(-0.58761525), array(-0.64759277), array(-0.5949488), array(-0.64445938), array(-0.6468323), array(-0.63957957), array(-0.64739765), array(-0.55816073), array(-0.67112403), array(-0.72485787), array(-0.63529268), array(-0.71185515), array(-0.60017732), array(-0.56354338), array(-0.75221576), array(-0.73364447), array(-0.73184317), array(-0.75741201), array(-0.74554473), array(-0.74091085), array(-0.73891815), array(-0.70273214), array(-0.7690086), array(-0.70976171), array(-0.71532491), array(-0.70024354), array(-0.69458263), array(-0.71142272), array(-0.70533044), array(-0.68211757), array(-0.7072876), array(-0.72083475), array(-0.76160388), array(-0.67021464)]","[1, 1, 1, 0, 0]",3.6259733568120702,"[1.0, 1.0, 1.0, 0, 0]",3.6259733568120702
9,uniform,vanilla,COBYQA,3,9,DEw,483.89982771873474,46,"[array(-0.05062147), array(0.0527938), array(0.06668827), array(-0.12468419), array(-0.41302052), array(-0.37458524), array(-0.2770225), array(0.00118949), array(-0.05779006), array(0.14409171), array(0.44282308), array(0.48152696), array(0.07340392), array(-0.35400752), array(-0.21746065), array(-0.34771381), array(-0.25414714), array(-0.37676697), array(-0.25036016), array(-0.29983273), array(-0.44411707), array(-0.43409251), array(-0.40727132), array(-0.54385955), array(-0.52325871), array(-0.46499757), array(-0.53472655), array(-0.50172555), array(-0.5239885), array(-0.48815893), array(-0.48938568), array(-0.52247689), array(-0.49763858), array(-0.4699844), array(-0.51737685), array(-0.50768798), array(-0.48346532), array(-0.46618912), array(-0.53662002), array(-0.46075992), array(-0.50769435), array(-0.5009999), array(-0.50326854), array(-0.51808857), array(-0.50571531), array(-0.47031102)]","[0, 0, 0, 1, 1]",2.79081227951738,"[1.0, 1.0, 1.0, 0, 0]",2.79081227951738
