param_str,final_params
"[4.60411833,0.83091158,2.38161538,1.66021307,2.6932388,1.65653218,3.07697073,2.94048771,3.27894343,2.68634384,3.23948776,2.02248239,3.1322043,2.48490649]","[4.60411833, 0.83091158, 2.38161538, 1.66021307, 2.6932388, 1.65653218, 3.07697073, 2.94048771, 3.27894343, 2.68634384, 3.23948776, 2.02248239, 3.1322043, 2.48490649]"
"[2.1640975,3.28565366,3.21111493,2.97250089,3.22205941,1.1639311,4.50579222,1.82071931,2.88319837,3.00322186,3.19440659,2.30718735,2.78937194,1.4069719,3.78920081,0.91813094,2.69345244,1.60251526,3.54639543,0.71830212]","[2.1640975, 3.28565366, 3.21111493, 2.97250089, 3.22205941, 1.1639311, 4.50579222, 1.82071931, 2.88319837, 3.00322186, 3.19440659, 2.30718735, 2.78937194, 1.4069719, 3.78920081, 0.91813094, 2.69345244, 1.60251526, 3.54639543, 0.71830212]"
"[3.7262203,1.46226725,3.00522164,1.64294953,2.71485494,1.26851572,3.59181569,2.35001644]","[3.7262203, 1.46226725, 3.00522164, 1.64294953, 2.71485494, 1.26851572, 3.59181569, 2.35001644]"
"[4.42412681,1.62876302,3.17761118,1.57882756,3.38811945,1.4713644,3.4321193,2.72093266,4.30327885,1.32800796,2.99463427,1.35105063,4.31213374,2.37744976]","[4.42412681, 1.62876302, 3.17761118, 1.57882756, 3.38811945, 1.4713644, 3.4321193, 2.72093266, 4.30327885, 1.32800796, 2.99463427, 1.35105063, 4.31213374, 2.37744976]"
"[4.44944911,0.80101927,2.84869652,1.36827286,2.56415918,1.41339301,3.01179932,2.88933961,3.36687355,3.34756424,3.08325874,1.30337559,3.22614565,2.56437717]","[4.44944911, 0.80101927, 2.84869652, 1.36827286, 2.56415918, 1.41339301, 3.01179932, 2.88933961, 3.36687355, 3.34756424, 3.08325874, 1.30337559, 3.22614565, 2.56437717]"
"[2.6700201,2.6997636]","[2.6700201, 2.6997636]"
"[2.38712066,1.6052528,3.15066489,1.51131286,3.10805498,1.34441851,3.28981256,1.67131741,3.09440809,1.53190006,3.09855459,1.73480767,2.5032548,1.17878258,2.88850637,1.64238966,3.60166126,1.21728124,3.17379942,1.62107569]","[2.38712066, 1.6052528, 3.15066489, 1.51131286, 3.10805498, 1.34441851, 3.28981256, 1.67131741, 3.09440809, 1.53190006, 3.09855459, 1.73480767, 2.5032548, 1.17878258, 2.88850637, 1.64238966, 3.60166126, 1.21728124, 3.17379942, 1.62107569]"
"[3.142242,1.50301388]","[3.142242, 1.50301388]"
"[2.67002012,2.6997636 ]","[2.67002012, 2.6997636]"
"[3.2519518,1.50269078]","[3.2519518, 1.50269078]"
"[4.38042607,1.26839066,2.74235797,1.64769224,2.78550764,1.41177534,3.05645207,1.26396439,3.14025687,0.9566328,3.16442174,1.82420855,3.04558502,2.72905764]","[4.38042607, 1.26839066, 2.74235797, 1.64769224, 2.78550764, 1.41177534, 3.05645207, 1.26396439, 3.14025687, 0.9566328, 3.16442174, 1.82420855, 3.04558502, 2.72905764]"
"[2.36233805,3.06975326,4.71254597,1.63897124,2.90436987,1.48556848,3.11935418,1.31581953,3.01844666,1.60295697,3.1313028,2.52013661,2.7962221,1.3402822,3.92676865,2.97594331,2.41578396,1.2155655,2.91332609,2.54970306]","[2.36233805, 3.06975326, 4.71254597, 1.63897124, 2.90436987, 1.48556848, 3.11935418, 1.31581953, 3.01844666, 1.60295697, 3.1313028, 2.52013661, 2.7962221, 1.3402822, 3.92676865, 2.97594331, 2.41578396, 1.2155655, 2.91332609, 2.54970306]"
"[3.1397599,1.56879555,3.004169,3.12060423,3.8107129,1.71083782,2.85517796,1.64935857,3.60522897,1.30331683,3.19349018,2.7606624,2.45953654,3.46411046]","[3.1397599, 1.56879555, 3.004169, 3.12060423, 3.8107129, 1.71083782, 2.85517796, 1.64935857, 3.60522897, 1.30331683, 3.19349018, 2.7606624, 2.45953654, 3.46411046]"
"[3.6307142,2.7475677]","[3.6307142, 2.7475677]"
"[4.08977691,2.39481035,3.50056343,1.75437964,3.06455479,1.45367718,3.2739643,1.61013946,3.06874946,1.52061809,2.998821,3.11408588,3.25660459,0.88766152,4.20463661,1.36120327,3.47560085,1.39266543,2.77779295,2.2767534 ]","[4.08977691, 2.39481035, 3.50056343, 1.75437964, 3.06455479, 1.45367718, 3.2739643, 1.61013946, 3.06874946, 1.52061809, 2.998821, 3.11408588, 3.25660459, 0.88766152, 4.20463661, 1.36120327, 3.47560085, 1.39266543, 2.77779295, 2.2767534]"
"[4.07249846,1.46960492,3.24692159,1.46209128,3.01313401,1.42751008,2.78104741,1.24966692,2.88642327,1.64327922,3.3988154,1.37455548,2.88771619,1.84275066,3.18318946,1.7559322,3.11536795,1.62195894,3.2189558,1.21617094]","[4.07249846, 1.46960492, 3.24692159, 1.46209128, 3.01313401, 1.42751008, 2.78104741, 1.24966692, 2.88642327, 1.64327922, 3.3988154, 1.37455548, 2.88771619, 1.84275066, 3.18318946, 1.7559322, 3.11536795, 1.62195894, 3.2189558, 1.21617094]"
"[4.70206516,0.72047743,2.21627677,1.65283352,2.70470225,1.62338332,3.09508523,2.98175007,3.21901064,2.97304408,3.23153954,2.07570455,3.08680979,2.4594932 ]","[4.70206516, 0.72047743, 2.21627677, 1.65283352, 2.70470225, 1.62338332, 3.09508523, 2.98175007, 3.21901064, 2.97304408, 3.23153954, 2.07570455, 3.08680979, 2.4594932]"
"[2.31422171,1.47321202,3.17070608,1.59039938,3.06489936,1.36595906,3.0456055,1.69626909,3.00336009,1.51216803,3.11553052,1.5910362,3.25578492,0.45178704,2.93888107,1.72329419,2.67172426,1.64612628,3.21230226,1.53418771]","[2.31422171, 1.47321202, 3.17070608, 1.59039938, 3.06489936, 1.36595906, 3.0456055, 1.69626909, 3.00336009, 1.51216803, 3.11553052, 1.5910362, 3.25578492, 0.45178704, 2.93888107, 1.72329419, 2.67172426, 1.64612628, 3.21230226, 1.53418771]"
"[4.0917762,1.6854719,3.53505393,1.37574161,3.42688764,1.61065015,2.5627999,1.87240551,2.96785469,0.99372014,3.40258296,1.95327759,3.44752009,1.18146451]","[4.0917762, 1.6854719, 3.53505393, 1.37574161, 3.42688764, 1.61065015, 2.5627999, 1.87240551, 2.96785469, 0.99372014, 3.40258296, 1.95327759, 3.44752009, 1.18146451]"
"[2.9926293,1.55902492,4.48711214,1.59822558,4.00212627,1.70822532,3.04223617,1.70174867,2.93054505,1.35487721,3.41185248,1.41714211,4.65038334,1.76299173,4.38789051,1.66098746,3.34464289,2.00067834,3.27054588,2.63839749]","[2.9926293, 1.55902492, 4.48711214, 1.59822558, 4.00212627, 1.70822532, 3.04223617, 1.70174867, 2.93054505, 1.35487721, 3.41185248, 1.41714211, 4.65038334, 1.76299173, 4.38789051, 1.66098746, 3.34464289, 2.00067834, 3.27054588, 2.63839749]"
"[2.5497937,1.67196921,3.35517363,1.67134543,3.06537879,1.74702009,2.96684078,1.47090795,3.09887619,1.46804085,2.99177283,2.13335035,2.47826055,2.28670761,3.80908392,1.84205702,3.61995482,2.07621761,4.62144403,1.2551052 ]","[2.5497937, 1.67196921, 3.35517363, 1.67134543, 3.06537879, 1.74702009, 2.96684078, 1.47090795, 3.09887619, 1.46804085, 2.99177283, 2.13335035, 2.47826055, 2.28670761, 3.80908392, 1.84205702, 3.61995482, 2.07621761, 4.62144403, 1.2551052]"
"[3.16906483,1.5862543,3.35844867,1.51596148,4.251816,1.76401788,4.29838275,2.53897143]","[3.16906483, 1.5862543, 3.35844867, 1.51596148, 4.251816, 1.76401788, 4.29838275, 2.53897143]"
"[4.66672103,3.15066613,3.1560692,1.71720137,3.36247003,1.30784282,3.19568983,1.48800254]","[4.66672103, 3.15066613, 3.1560692, 1.71720137, 3.36247003, 1.30784282, 3.19568983, 1.48800254]"
"[4.22504315,2.29382576,4.19856276,2.13136548,2.84430703,2.34963379,1.81191308,1.16970247,4.19803612,1.11632287,2.96495951,2.36763967,1.98915048,3.09226522]","[4.22504315, 2.29382576, 4.19856276, 2.13136548, 2.84430703, 2.34963379, 1.81191308, 1.16970247, 4.19803612, 1.11632287, 2.96495951, 2.36763967, 1.98915048, 3.09226522]"
"[3.52558871,1.82442963,3.93762307,2.46563708,3.39165396,2.6610578,3.24721497,1.89935645,3.3121072,1.76857178,3.22913746,1.78253842,2.80421186,2.39921542,2.94404675,1.51377082,3.55827676,1.49611113,2.52933714,1.225153  ]","[3.52558871, 1.82442963, 3.93762307, 2.46563708, 3.39165396, 2.6610578, 3.24721497, 1.89935645, 3.3121072, 1.76857178, 3.22913746, 1.78253842, 2.80421186, 2.39921542, 2.94404675, 1.51377082, 3.55827676, 1.49611113, 2.52933714, 1.225153]"
"[3.63071418,2.74756771]","[3.63071418, 2.74756771]"
"[3.53066693,2.45901515]","[3.53066693, 2.45901515]"
"[3.14323379,1.57552149]","[3.14323379, 1.57552149]"
"[3.77090096,1.60824313,3.3269925,1.64943475,3.24467594,1.48720995,3.0542735,1.44167453,4.62237554,1.47579225,3.12745502,0.61533254,2.82674,1.6524097,2.64491614,1.99190134,3.58016517,1.53124088,2.69546629,2.42986212]","[3.77090096, 1.60824313, 3.3269925, 1.64943475, 3.24467594, 1.48720995, 3.0542735, 1.44167453, 4.62237554, 1.47579225, 3.12745502, 0.61533254, 2.82674, 1.6524097, 2.64491614, 1.99190134, 3.58016517, 1.53124088, 2.69546629, 2.42986212]"
"[1.6929265,1.90362012,3.18696977,1.68772311,3.10464758,3.11261025,3.8596678,2.4331587 ]","[1.6929265, 1.90362012, 3.18696977, 1.68772311, 3.10464758, 3.11261025, 3.8596678, 2.4331587]"
"[3.53066693,2.45901515]","[3.53066693, 2.45901515]"
"[5.22607683,1.7046783,4.06551068,1.47008102,3.17675543,1.52632869,3.1130304,3.05287649,3.24830179,1.06918658,3.21758383,2.37866246,3.7903919,1.10678257]","[5.22607683, 1.7046783, 4.06551068, 1.47008102, 3.17675543, 1.52632869, 3.1130304, 3.05287649, 3.24830179, 1.06918658, 3.21758383, 2.37866246, 3.7903919, 1.10678257]"
"[2.81637697,1.39436919,3.58898778,1.56827244,3.37570378,1.44810683,2.81779806,1.39117649,3.56014758,1.65284304,2.87197189,1.59166295,4.23646179,1.4298538,2.77108483,1.53927551,3.14950391,1.44152955,3.26052634,1.54447468]","[2.81637697, 1.39436919, 3.58898778, 1.56827244, 3.37570378, 1.44810683, 2.81779806, 1.39117649, 3.56014758, 1.65284304, 2.87197189, 1.59166295, 4.23646179, 1.4298538, 2.77108483, 1.53927551, 3.14950391, 1.44152955, 3.26052634, 1.54447468]"
"[2.50802609,1.0515598,2.59824859,1.60901845,3.27277879,1.52153243,3.02978419,1.69732612]","[2.50802609, 1.0515598, 2.59824859, 1.60901845, 3.27277879, 1.52153243, 3.02978419, 1.69732612]"
"[4.83940206,0.78471935,2.68125644,1.64892164,2.7616618,1.66520682,3.18038108,2.93860638,3.26701298,1.52173867,3.14635714,1.48490736,3.13707866,1.04285561]","[4.83940206, 0.78471935, 2.68125644, 1.64892164, 2.7616618, 1.66520682, 3.18038108, 2.93860638, 3.26701298, 1.52173867, 3.14635714, 1.48490736, 3.13707866, 1.04285561]"
"[2.35832931,1.59612063,3.20222112,1.63141022,3.17922947,1.36885554,3.30339799,1.71041883,3.19905148,1.52878927,3.12235771,2.30799202,3.95614232,1.59970234,2.97869744,2.53986589,3.53526122,1.08525108,2.88284011,2.56780191]","[2.35832931, 1.59612063, 3.20222112, 1.63141022, 3.17922947, 1.36885554, 3.30339799, 1.71041883, 3.19905148, 1.52878927, 3.12235771, 2.30799202, 3.95614232, 1.59970234, 2.97869744, 2.53986589, 3.53526122, 1.08525108, 2.88284011, 2.56780191]"
"[4.69261088,2.2835395,2.96957783,1.690702,3.15365919,1.51830007,3.20699743,1.77360281,2.96017917,3.11573583,3.23749344,2.85250601,3.68587408,1.85337939,2.9328383,1.41234914,2.92799489,1.21491475,3.52605498,1.23868782]","[4.69261088, 2.2835395, 2.96957783, 1.690702, 3.15365919, 1.51830007, 3.20699743, 1.77360281, 2.96017917, 3.11573583, 3.23749344, 2.85250601, 3.68587408, 1.85337939, 2.9328383, 1.41234914, 2.92799489, 1.21491475, 3.52605498, 1.23868782]"
"[3.25195183,1.5026902 ]","[3.25195183, 1.5026902]"
"[3.18882611,1.04448718,3.75942844,1.12164286,3.24677355,1.7511726,3.34140948,0.93395917,2.34387908,1.37182053,3.16811856,2.91379959,3.34847248,2.9869805 ]","[3.18882611, 1.04448718, 3.75942844, 1.12164286, 3.24677355, 1.7511726, 3.34140948, 0.93395917, 2.34387908, 1.37182053, 3.16811856, 2.91379959, 3.34847248, 2.9869805]"
"[3.19754319,2.10934518]","[3.19754319, 2.10934518]"
"[3.82868071,1.90749353,2.93261824,1.84358684,3.16070806,1.25975773,3.05061913,3.1614841,3.12638531,3.02183841,3.19543024,2.78789355,3.63252595,2.83512437]","[3.82868071, 1.90749353, 2.93261824, 1.84358684, 3.16070806, 1.25975773, 3.05061913, 3.1614841, 3.12638531, 3.02183841, 3.19543024, 2.78789355, 3.63252595, 2.83512437]"
"[3.1438743,1.68267591]","[3.1438743, 1.68267591]"
"[4.2482492,2.91672624,4.48533724,1.25071472,2.75706935,1.52835526,3.15172343,3.13929001,3.16168924,3.05395656,3.14059702,1.22686673,3.12161757,1.50522137]","[4.2482492, 2.91672624, 4.48533724, 1.25071472, 2.75706935, 1.52835526, 3.15172343, 3.13929001, 3.16168924, 3.05395656, 3.14059702, 1.22686673, 3.12161757, 1.50522137]"
"[3.25195176,1.50269085]","[3.25195176, 1.50269085]"
"[4.01243381,1.44893145,2.63136833,1.60223448,2.7268505,1.58169642,3.11723723,3.12527701,3.27609516,2.62539943,3.11119436,2.05643384,3.05009079,2.55991059]","[4.01243381, 1.44893145, 2.63136833, 1.60223448, 2.7268505, 1.58169642, 3.11723723, 3.12527701, 3.27609516, 2.62539943, 3.11119436, 2.05643384, 3.05009079, 2.55991059]"
"[2.55951593,1.76921136,2.92042652,1.44390544,3.08664125,1.69741419,2.98422621,1.47410099,3.18695718,1.51919683,3.02679737,1.44152808,3.66979898,1.69328132,4.36521469,2.02268835,3.58983911,1.96417336,3.02294249,1.48134518]","[2.55951593, 1.76921136, 2.92042652, 1.44390544, 3.08664125, 1.69741419, 2.98422621, 1.47410099, 3.18695718, 1.51919683, 3.02679737, 1.44152808, 3.66979898, 1.69328132, 4.36521469, 2.02268835, 3.58983911, 1.96417336, 3.02294249, 1.48134518]"
"[3.19626563,2.10608045]","[3.19626563, 2.10608045]"
"[3.14280271,1.9189663 ]","[3.14280271, 1.9189663]"
"[3.72562261,1.48222037,3.00718961,1.63391382,2.71767707,1.28058106,3.61116076,2.32784034]","[3.72562261, 1.48222037, 3.00718961, 1.63391382, 2.71767707, 1.28058106, 3.61116076, 2.32784034]"
"[2.51497583,1.76151149,3.82093982,1.73693286,3.10041211,1.38418839,2.92704794,2.87166764]","[2.51497583, 1.76151149, 3.82093982, 1.73693286, 3.10041211, 1.38418839, 2.92704794, 2.87166764]"
"[4.44149746,2.88264495,2.91184678,1.37223353,3.20237081,1.58663004,3.08690282,3.12714049,3.51775867,1.56358557,2.76443325,1.53933922,2.63172605,1.03832116]","[4.44149746, 2.88264495, 2.91184678, 1.37223353, 3.20237081, 1.58663004, 3.08690282, 3.12714049, 3.51775867, 1.56358557, 2.76443325, 1.53933922, 2.63172605, 1.03832116]"
"[4.65612587,1.3761863,1.87818486,2.00045833,3.13893607,1.39099551,3.29277067,2.28376112,3.29470156,2.73293071,3.05966565,1.58825344,4.82772855,1.6658141 ]","[4.65612587, 1.3761863, 1.87818486, 2.00045833, 3.13893607, 1.39099551, 3.29277067, 2.28376112, 3.29470156, 2.73293071, 3.05966565, 1.58825344, 4.82772855, 1.6658141]"
"[3.63071416,2.74756772]","[3.63071416, 2.74756772]"
"[3.53066694,2.45901514]","[3.53066694, 2.45901514]"
"[2.50802608,1.05155979,2.59824859,1.60901846,3.27277881,1.52153282,3.02978419,1.69732628]","[2.50802608, 1.05155979, 2.59824859, 1.60901846, 3.27277881, 1.52153282, 3.02978419, 1.69732628]"
"[3.16091481,4.67526125,3.14125663,2.13272878,2.76033947,1.61677867,3.06960385,2.69268161,3.49434139,1.8698975,4.51537558,1.62626877,3.12179193,1.80829529]","[3.16091481, 4.67526125, 3.14125663, 2.13272878, 2.76033947, 1.61677867, 3.06960385, 2.69268161, 3.49434139, 1.8698975, 4.51537558, 1.62626877, 3.12179193, 1.80829529]"
"[4.48099525,1.38456526,3.02811881,1.86807434,2.77701259,1.59099064,3.44239496,1.57057422,3.05539609,1.31517893,3.2316367,1.49911463,3.25965739,1.52746556,3.6306048,1.3241258,2.85019552,1.6579318,2.77323055,1.51069311]","[4.48099525, 1.38456526, 3.02811881, 1.86807434, 2.77701259, 1.59099064, 3.44239496, 1.57057422, 3.05539609, 1.31517893, 3.2316367, 1.49911463, 3.25965739, 1.52746556, 3.6306048, 1.3241258, 2.85019552, 1.6579318, 2.77323055, 1.51069311]"
"[4.19356709,2.24370482,3.13716094,1.02893236,3.34814368,1.87515353,2.68114298,1.45689849,3.97731443,1.47957696,3.26440106,1.80022197,4.52697623,1.77101906,2.8608025,2.15658165,3.20472684,1.92530805,3.1671957,3.14699464]","[4.19356709, 2.24370482, 3.13716094, 1.02893236, 3.34814368, 1.87515353, 2.68114298, 1.45689849, 3.97731443, 1.47957696, 3.26440106, 1.80022197, 4.52697623, 1.77101906, 2.8608025, 2.15658165, 3.20472684, 1.92530805, 3.1671957, 3.14699464]"
"[3.14276117,1.92352417]","[3.14276117, 1.92352417]"
"[4.11308092,1.52234287,3.14113329,1.52560298,2.42283007,1.42403754,3.14079615,1.72887507,2.64194037,1.65603589,3.21614578,2.73784253,4.42240298,1.87538774,3.11009025,1.45863076,4.50013816,1.81915502,3.18811238,2.86354469]","[4.11308092, 1.52234287, 3.14113329, 1.52560298, 2.42283007, 1.42403754, 3.14079615, 1.72887507, 2.64194037, 1.65603589, 3.21614578, 2.73784253, 4.42240298, 1.87538774, 3.11009025, 1.45863076, 4.50013816, 1.81915502, 3.18811238, 2.86354469]"
"[3.63071416,2.74756771]","[3.63071416, 2.74756771]"
"[3.53066695,2.45901515]","[3.53066695, 2.45901515]"
"[4.57322257,3.08806378,3.47219523,1.58128049,2.98363287,1.4577994,3.04177894,1.51971069,3.2622415,1.50871386,3.36902986,2.03925075,4.22856766,1.13063266,3.13975276,2.1492219,2.55099609,1.78475314,3.7634939,2.94669375]","[4.57322257, 3.08806378, 3.47219523, 1.58128049, 2.98363287, 1.4577994, 3.04177894, 1.51971069, 3.2622415, 1.50871386, 3.36902986, 2.03925075, 4.22856766, 1.13063266, 3.13975276, 2.1492219, 2.55099609, 1.78475314, 3.7634939, 2.94669375]"
"[3.13814523,1.34532002]","[3.13814523, 1.34532002]"
"[4.03357387,2.56821425,3.13773503,1.38841418,3.05832147,1.72976435,3.41694864,2.15014823,3.15083905,1.54967353,3.12337824,2.88169584,4.3834908,1.80446064,2.93295917,1.28670376,3.04505352,3.18153765,4.25735436,1.84795134]","[4.03357387, 2.56821425, 3.13773503, 1.38841418, 3.05832147, 1.72976435, 3.41694864, 2.15014823, 3.15083905, 1.54967353, 3.12337824, 2.88169584, 4.3834908, 1.80446064, 2.93295917, 1.28670376, 3.04505352, 3.18153765, 4.25735436, 1.84795134]"
"[3.24663338,1.33804677,5.05257564,1.13876546,2.07189692,1.56542188,3.04100322,2.60406725,4.18977207,2.08943247,3.09857779,3.09648684,3.10226079,1.25754322]","[3.24663338, 1.33804677, 5.05257564, 1.13876546, 2.07189692, 1.56542188, 3.04100322, 2.60406725, 4.18977207, 2.08943247, 3.09857779, 3.09648684, 3.10226079, 1.25754322]"
"[4.85701893,0.62653947,4.70611907,2.7020255,2.74808337,1.5695263,3.16063404,3.00904143,3.25478891,2.40312921,3.14955592,1.33799376,3.13233947,2.74216939]","[4.85701893, 0.62653947, 4.70611907, 2.7020255, 2.74808337, 1.5695263, 3.16063404, 3.00904143, 3.25478891, 2.40312921, 3.14955592, 1.33799376, 3.13233947, 2.74216939]"
"[4.79003913,1.6119639,3.78039523,0.77638255,2.80383454,1.60921267,3.17005452,1.49503072,3.35895377,1.56831064,3.37829904,1.35212461,3.10950841,1.3997066 ]","[4.79003913, 1.6119639, 3.78039523, 0.77638255, 2.80383454, 1.60921267, 3.17005452, 1.49503072, 3.35895377, 1.56831064, 3.37829904, 1.35212461, 3.10950841, 1.3997066]"
"[3.57014382,2.70219751]","[3.57014382, 2.70219751]"
"[3.91135321,1.65833555,2.8048647,2.08673235,2.97629509,1.50348267,2.82624555,1.53444315,3.33963372,3.07242245,3.75851851,2.47386149,3.07135875,1.98439869]","[3.91135321, 1.65833555, 2.8048647, 2.08673235, 2.97629509, 1.50348267, 2.82624555, 1.53444315, 3.33963372, 3.07242245, 3.75851851, 2.47386149, 3.07135875, 1.98439869]"
"[3.43571787,2.32407168]","[3.43571787, 2.32407168]"
"[4.1983236,1.86076634,2.56895749,1.40598185,4.52833136,3.11158646,3.1432398,1.5956728,2.68263474,1.54849737,3.15991609,1.45865333,3.1125965,1.69522958,3.13557802,1.11241027,3.37223934,1.98369769,3.07062503,1.62686636]","[4.1983236, 1.86076634, 2.56895749, 1.40598185, 4.52833136, 3.11158646, 3.1432398, 1.5956728, 2.68263474, 1.54849737, 3.15991609, 1.45865333, 3.1125965, 1.69522958, 3.13557802, 1.11241027, 3.37223934, 1.98369769, 3.07062503, 1.62686636]"
"[4.3159536,1.59814402,2.66136689,1.83218049,2.57519599,1.46467288,2.87461148,1.114373,2.66957821,1.66793611,3.24188877,1.28196826,3.16659305,0.96542341,3.1872106,1.45860268,3.77250112,2.83831343,2.8125342,3.27200802]","[4.3159536, 1.59814402, 2.66136689, 1.83218049, 2.57519599, 1.46467288, 2.87461148, 1.114373, 2.66957821, 1.66793611, 3.24188877, 1.28196826, 3.16659305, 0.96542341, 3.1872106, 1.45860268, 3.77250112, 2.83831343, 2.8125342, 3.27200802]"
"[4.26626925,1.0943483,3.14249235,1.22396352,3.13970028,1.54943811,3.18295234,1.78194695,3.14306608,1.78594054,3.24411286,0.97167836,3.95887814,2.4229223,4.39364459,1.65371053,3.96190356,2.65825436,4.26533055,1.80652661]","[4.26626925, 1.0943483, 3.14249235, 1.22396352, 3.13970028, 1.54943811, 3.18295234, 1.78194695, 3.14306608, 1.78594054, 3.24411286, 0.97167836, 3.95887814, 2.4229223, 4.39364459, 1.65371053, 3.96190356, 2.65825436, 4.26533055, 1.80652661]"
"[4.32666095,1.88141309,3.83892351,1.62835216,4.55373587,1.39017759,3.15819952,3.13606875,3.0251278,3.10944993,3.23351349,1.12630038,3.20782219,2.55815986]","[4.32666095, 1.88141309, 3.83892351, 1.62835216, 4.55373587, 1.39017759, 3.15819952, 3.13606875, 3.0251278, 3.10944993, 3.23351349, 1.12630038, 3.20782219, 2.55815986]"
"[4.0564566,3.30832472,3.8527591,1.58333467,3.10153557,2.28143986,4.0063862,2.97077095,3.17807125,2.8644807,3.00867186,2.6593193,4.0926796,3.07955853]","[4.0564566, 3.30832472, 3.8527591, 1.58333467, 3.10153557, 2.28143986, 4.0063862, 2.97077095, 3.17807125, 2.8644807, 3.00867186, 2.6593193, 4.0926796, 3.07955853]"
"[4.69428745,1.42526376,2.51856433,1.42162961,3.21637013,1.38013668,3.11096648,1.62265943,3.30695016,1.34643811,3.23083325,2.68254976,3.70575421,1.73123751]","[4.69428745, 1.42526376, 2.51856433, 1.42162961, 3.21637013, 1.38013668, 3.11096648, 1.62265943, 3.30695016, 1.34643811, 3.23083325, 2.68254976, 3.70575421, 1.73123751]"
"[4.14667295,1.3343801,2.40855509,1.89324578,3.10322277,1.7883961,3.05317277,2.26360744,3.82471835,1.6624476,3.4218789,2.65340733,3.10111669,2.1140218,4.60280635,1.66174246,3.9554848,1.15818838,3.11964722,3.17054144]","[4.14667295, 1.3343801, 2.40855509, 1.89324578, 3.10322277, 1.7883961, 3.05317277, 2.26360744, 3.82471835, 1.6624476, 3.4218789, 2.65340733, 3.10111669, 2.1140218, 4.60280635, 1.66174246, 3.9554848, 1.15818838, 3.11964722, 3.17054144]"
"[3.57014383,2.7021975 ]","[3.57014383, 2.7021975]"
"[4.21463183,1.59633348,2.75048467,1.44005924,3.26178686,1.43410477,3.17857423,1.64495456,3.65263616,1.63675001,3.23980372,2.45403465,3.12599645,2.40369776,3.41186404,2.56178624,4.20752689,2.38241377,2.86980291,2.81994533]","[4.21463183, 1.59633348, 2.75048467, 1.44005924, 3.26178686, 1.43410477, 3.17857423, 1.64495456, 3.65263616, 1.63675001, 3.23980372, 2.45403465, 3.12599645, 2.40369776, 3.41186404, 2.56178624, 4.20752689, 2.38241377, 2.86980291, 2.81994533]"
"[4.31510871,1.01223867,2.97736987,1.39222393,2.7287579,1.5183899,3.35140932,1.60244,3.3569995,1.21255441,3.204134,1.26968218,2.76215155,1.77003828]","[4.31510871, 1.01223867, 2.97736987, 1.39222393, 2.7287579, 1.5183899, 3.35140932, 1.60244, 3.3569995, 1.21255441, 3.204134, 1.26968218, 2.76215155, 1.77003828]"
"[3.64229809,1.26260597,3.66876426,1.42443497,3.85689919,1.53796014,3.93958275,2.44412347,2.4138843,1.28040858,2.95072023,1.74096231,3.20344709,1.2521334,3.06391468,1.5604132,3.30695768,2.16212142,3.54179562,2.31757004]","[3.64229809, 1.26260597, 3.66876426, 1.42443497, 3.85689919, 1.53796014, 3.93958275, 2.44412347, 2.4138843, 1.28040858, 2.95072023, 1.74096231, 3.20344709, 1.2521334, 3.06391468, 1.5604132, 3.30695768, 2.16212142, 3.54179562, 2.31757004]"
"[3.58520966,2.70730317]","[3.58520966, 2.70730317]"
"[3.49257183,2.42933178]","[3.49257183, 2.42933178]"
"[4.08434137,1.2470462,4.25069361,2.53959227,3.19930344,1.94222385,4.1930594,1.14359506,3.11202065,1.97393591,3.23150502,1.68075669,3.36358595,1.29843397,2.72706855,1.69978562,3.25992663,1.44596744,2.95823743,1.58767469]","[4.08434137, 1.2470462, 4.25069361, 2.53959227, 3.19930344, 1.94222385, 4.1930594, 1.14359506, 3.11202065, 1.97393591, 3.23150502, 1.68075669, 3.36358595, 1.29843397, 2.72706855, 1.69978562, 3.25992663, 1.44596744, 2.95823743, 1.58767469]"
"[4.01214537,1.71477583,3.45708618,1.53156782,3.33500096,1.63902416,3.10507463,1.9358188,3.28988021,1.29817967,3.27518882,1.87739044,2.93282429,1.75741769,2.76497426,1.64961535,3.55157941,1.3837305,3.12609774,1.85335557]","[4.01214537, 1.71477583, 3.45708618, 1.53156782, 3.33500096, 1.63902416, 3.10507463, 1.9358188, 3.28988021, 1.29817967, 3.27518882, 1.87739044, 2.93282429, 1.75741769, 2.76497426, 1.64961535, 3.55157941, 1.3837305, 3.12609774, 1.85335557]"
"[3.64057699,1.41742774,3.92043431,2.6325063,3.88896655,1.50908586,3.16176089,1.47860072]","[3.64057699, 1.41742774, 3.92043431, 2.6325063, 3.88896655, 1.50908586, 3.16176089, 1.47860072]"
"[4.3544176,1.3668551,2.90593528,1.8583289,3.36174525,1.62801608,3.1344656,1.09432656,3.17433016,2.06307298,3.2056237,2.7908591,4.26635874,1.7448229 ]","[4.3544176, 1.3668551, 2.90593528, 1.8583289, 3.36174525, 1.62801608, 3.1344656, 1.09432656, 3.17433016, 2.06307298, 3.2056237, 2.7908591, 4.26635874, 1.7448229]"
