param_str,final_params
"[3.57706881,1.59833138,2.96183901,1.67812771,2.8086057,1.73939511,4.14214789,1.5856299 ]","[3.57706881, 1.59833138, 2.96183901, 1.67812771, 2.8086057, 1.73939511, 4.14214789, 1.5856299]"
"[3.73736114,1.64135815,2.99430299,1.39031909,2.68161775,2.269753,3.26885116,2.66860242]","[3.73736114, 1.64135815, 2.99430299, 1.39031909, 2.68161775, 2.269753, 3.26885116, 2.66860242]"
"[2.64404661,1.51918112,3.22359339,1.36000279,3.27353833,1.45526018,4.34153032,1.64082391]","[2.64404661, 1.51918112, 3.22359339, 1.36000279, 3.27353833, 1.45526018, 4.34153032, 1.64082391]"
"[3.66260623,1.56520501,3.17919729,1.65524808,2.77067127,1.67835604,4.28177715,1.63702782]","[3.66260623, 1.56520501, 3.17919729, 1.65524808, 2.77067127, 1.67835604, 4.28177715, 1.63702782]"
"[4.2275048,1.4311779,4.41072322,1.2411796,2.69644805,1.24139931,4.08498871,2.81179076]","[4.2275048, 1.4311779, 4.41072322, 1.2411796, 2.69644805, 1.24139931, 4.08498871, 2.81179076]"
"[3.50306962,1.51208754,3.19208392,1.4987479,2.75435775,1.80641256,4.15173676,1.69071538]","[3.50306962, 1.51208754, 3.19208392, 1.4987479, 2.75435775, 1.80641256, 4.15173676, 1.69071538]"
"[3.20513621,1.46466689,3.1491948,1.48019278,3.80029503,2.87591912,3.02013389,1.47990204]","[3.20513621, 1.46466689, 3.1491948, 1.48019278, 3.80029503, 2.87591912, 3.02013389, 1.47990204]"
"[2.42177026,1.54075579,3.13223352,1.38485122,3.27226306,1.88241252,3.94590025,1.9731518 ]","[2.42177026, 1.54075579, 3.13223352, 1.38485122, 3.27226306, 1.88241252, 3.94590025, 1.9731518]"
"[2.73453334,1.70242923,3.60978691,1.58081846,3.16452345,2.67803947,3.06375308,2.74044087]","[2.73453334, 1.70242923, 3.60978691, 1.58081846, 3.16452345, 2.67803947, 3.06375308, 2.74044087]"
"[2.80096585,2.00672352,4.11635255,1.51241085,3.3323361,1.97740283,3.05914636,2.63750295]","[2.80096585, 2.00672352, 4.11635255, 1.51241085, 3.3323361, 1.97740283, 3.05914636, 2.63750295]"
"[3.86620163,1.64781573,3.11138623,1.45695633,3.25056318,1.49024869,2.79990453,2.93493498,3.40793183,1.74408567,3.93879244,1.50570703,3.68330112,3.07824067]","[3.86620163, 1.64781573, 3.11138623, 1.45695633, 3.25056318, 1.49024869, 2.79990453, 2.93493498, 3.40793183, 1.74408567, 3.93879244, 1.50570703, 3.68330112, 3.07824067]"
"[4.26306282,1.66729646,2.79815202,1.70744732,3.36100632,1.38222597,2.94285377,2.66221202,3.04867125,1.31551381,3.24767092,2.80852346,3.81280738,2.44019788]","[4.26306282, 1.66729646, 2.79815202, 1.70744732, 3.36100632, 1.38222597, 2.94285377, 2.66221202, 3.04867125, 1.31551381, 3.24767092, 2.80852346, 3.81280738, 2.44019788]"
"[3.42773568,1.7785434,3.16499975,1.50280713,3.19504975,1.72464354,2.96052586,1.46884773,3.04531621,1.56702636,2.80438979,1.78351305,2.89774769,1.44332876]","[3.42773568, 1.7785434, 3.16499975, 1.50280713, 3.19504975, 1.72464354, 2.96052586, 1.46884773, 3.04531621, 1.56702636, 2.80438979, 1.78351305, 2.89774769, 1.44332876]"
"[4.28466483,1.26311113,3.33178279,1.56170159,2.63155457,2.11373356,4.85637832,3.00246068,3.46636631,2.04967592,2.81708813,1.60563175,3.48143777,1.32745288]","[4.28466483, 1.26311113, 3.33178279, 1.56170159, 2.63155457, 2.11373356, 4.85637832, 3.00246068, 3.46636631, 2.04967592, 2.81708813, 1.60563175, 3.48143777, 1.32745288]"
"[3.90601403,1.47318385,2.69583494,1.3687202,2.8605554,1.48310758,3.09550253,3.14697014,3.2921134,1.61195715,2.98074493,1.73823246,2.73124607,1.68283707]","[3.90601403, 1.47318385, 2.69583494, 1.3687202, 2.8605554, 1.48310758, 3.09550253, 3.14697014, 3.2921134, 1.61195715, 2.98074493, 1.73823246, 2.73124607, 1.68283707]"
"[2.78849695,1.59152683,3.16392875,1.10284198,4.0329467,1.79254818,3.09722338,2.17308565,3.11545671,2.0234681,3.66462306,3.18978055,3.07421398,1.64529743]","[2.78849695, 1.59152683, 3.16392875, 1.10284198, 4.0329467, 1.79254818, 3.09722338, 2.17308565, 3.11545671, 2.0234681, 3.66462306, 3.18978055, 3.07421398, 1.64529743]"
"[4.29671445,1.4078188,3.01908237,1.69109005,2.60603265,1.8146478,3.0940235,1.74255884,3.1637293,2.67330272,3.52098959,2.7919932,3.15079947,1.65375196]","[4.29671445, 1.4078188, 3.01908237, 1.69109005, 2.60603265, 1.8146478, 3.0940235, 1.74255884, 3.1637293, 2.67330272, 3.52098959, 2.7919932, 3.15079947, 1.65375196]"
"[3.84978267,2.10218316,2.80561113,2.77256464,2.65613331,1.73293825,3.35596126,1.42075274,2.94224448,1.80461909,3.18089318,1.39117396,3.6063094,1.54260611]","[3.84978267, 2.10218316, 2.80561113, 2.77256464, 2.65613331, 1.73293825, 3.35596126, 1.42075274, 2.94224448, 1.80461909, 3.18089318, 1.39117396, 3.6063094, 1.54260611]"
"[3.806727,1.46258623,2.83094462,1.56739158,2.7307279,1.45219101,3.02862393,3.08215683,3.27326559,1.7285586,3.13641853,2.47609014,2.91476702,1.64885384]","[3.806727, 1.46258623, 2.83094462, 1.56739158, 2.7307279, 1.45219101, 3.02862393, 3.08215683, 3.27326559, 1.7285586, 3.13641853, 2.47609014, 2.91476702, 1.64885384]"
"[3.95081187,2.50340371,3.68847621,1.97555313,3.32160055,1.42842858,2.97138267,1.575492,3.41084936,1.48588706,2.62702264,1.55276187,3.17043515,1.57036931]","[3.95081187, 2.50340371, 3.68847621, 1.97555313, 3.32160055, 1.42842858, 2.97138267, 1.575492, 3.41084936, 1.48588706, 2.62702264, 1.55276187, 3.17043515, 1.57036931]"
"[4.05596851,1.64938872,3.28644563,1.37233858,3.24567257,1.7784073,3.11315691,1.74509408,3.26607688,1.52206738,3.06037478,1.60724891,2.90228584,2.5172941 ]","[4.05596851, 1.64938872, 3.28644563, 1.37233858, 3.24567257, 1.7784073, 3.11315691, 1.74509408, 3.26607688, 1.52206738, 3.06037478, 1.60724891, 2.90228584, 2.5172941]"
"[3.8354261,2.75241733,2.88833978,1.4507635,4.2703228,2.5459675,2.88635372,2.62502538,3.77419641,1.62792779,3.40039109,1.65286264,3.06793938,1.54535784]","[3.8354261, 2.75241733, 2.88833978, 1.4507635, 4.2703228, 2.5459675, 2.88635372, 2.62502538, 3.77419641, 1.62792779, 3.40039109, 1.65286264, 3.06793938, 1.54535784]"
"[2.74426751,1.40270185,5.21155676,0.77351626,2.5994025,1.57607965,3.04506955,1.51049548,2.96948758,1.4900773,3.30998442,2.83006942,2.9818739,1.41574657]","[2.74426751, 1.40270185, 5.21155676, 0.77351626, 2.5994025, 1.57607965, 3.04506955, 1.51049548, 2.96948758, 1.4900773, 3.30998442, 2.83006942, 2.9818739, 1.41574657]"
"[3.69414013,1.56293788,4.50644856,1.85527085,4.04281354,2.52911022,3.10797349,2.69048211,3.13879638,1.45801868,2.70815195,1.36797512,3.13389165,2.4801526 ]","[3.69414013, 1.56293788, 4.50644856, 1.85527085, 4.04281354, 2.52911022, 3.10797349, 2.69048211, 3.13879638, 1.45801868, 2.70815195, 1.36797512, 3.13389165, 2.4801526]"
