param_initialization,qaoa_variant,warm_start,depth,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,obj_func_evolution,
81,gaussian,vanilla,True,3,9,HCQeLr~,435.68469524383545,39,"[array(-0.06380408), array(0.0329395), array(-0.01166404), array(0.02079078), array(0.07654933), array(0.10698379), array(-0.00776697), array(0.04156255), array(0.03665514), array(0.00199536), array(-0.0166201), array(0.03707543), array(-0.01668493), array(-0.02593785), array(0.03354124), array(-0.04931275), array(0.06185418), array(-0.03710479), array(0.05331563), array(0.00104726), array(-0.01826811), array(0.02791573), array(-0.09302335), array(-0.01222889), array(0.00381896), array(-0.02463619), array(0.03086375), array(0.04169416), array(0.07924917), array(0.06789526), array(-0.05269084), array(-0.03276802), array(0.01722786), array(-0.01789805), array(-0.02886273), array(-0.04269772), array(0.0165814), array(-0.05380761), array(0.02934743)]","[0, 1, 1, 1, 0, 1, 1, 1, 0]",5.0365724042382745,"[1.0, 0, 1.0, 1.0, 1.0, 0, 1.0, 0, 0]",7.98230402820067
82,gaussian,vanilla,True,3,9,H?qlvNx,384.932902097702,34,"[array(-0.04889695), array(0.04344753), array(0.09614744), array(0.03672151), array(0.06119492), array(-0.00377912), array(0.05311738), array(0.07638198), array(0.10701253), array(-0.08519854), array(-0.10583569), array(-0.00073305), array(-0.03444181), array(-0.04195611), array(0.02864946), array(0.01519822), array(-0.08389091), array(0.03009131), array(-0.10387686), array(-0.10319366), array(-0.03531105), array(-0.06836314), array(-0.10189694), array(-0.10267608), array(-0.06229466), array(-0.0203601), array(-0.06677516), array(-0.07295739), array(0.02380636), array(-0.10581073), array(-0.04130485), array(-0.07676736), array(-0.08820885), array(-0.03005593)]","[1, 1, 1, 1, 0, 0, 0, 0, 1]",7.00645783719742,"[0, 0, 1.0, 1.0, 1.0, 0, 0, 1.0, 0]",10.185457194060405
83,gaussian,vanilla,True,3,9,HCQbQuv,383.2548339366913,34,"[array(-0.04119878), array(-0.2402267), array(-0.19794292), array(-0.26827046), array(-0.08591717), array(-0.09335982), array(-0.10922692), array(-0.13514715), array(-0.12310013), array(-0.22497603), array(-0.13986105), array(-0.1817176), array(-0.19971329), array(-0.22461859), array(-0.24672559), array(-0.23723535), array(-0.19993085), array(-0.27325334), array(-0.29721884), array(-0.20271752), array(-0.32739816), array(-0.21125824), array(-0.25488985), array(-0.1906236), array(-0.26402649), array(-0.24950842), array(-0.22681674), array(-0.30328954), array(-0.296579), array(-0.24154927), array(-0.25914306), array(-0.29561853), array(-0.25022895), array(-0.26311019)]","[1, 1, 1, 0, 0, 1, 0, 1, 1]",5.882102076425238,"[1.0, 1.0, 1.0, 0, 0, 1.0, 0, 1.0, 0]",7.5035177858151965
84,gaussian,vanilla,True,3,9,HCrfZzf,397.7515227794647,35,"[array(-0.0122823), array(-0.01262213), array(0.02586526), array(0.00313837), array(-0.06276313), array(0.0168994), array(0.03464228), array(0.04155474), array(-0.05371179), array(0.07139722), array(-0.05375081), array(-0.0144082), array(0.00728289), array(0.07456396), array(-0.00790374), array(7.37319817e-06), array(-0.0610173), array(-0.01083253), array(0.00260572), array(-0.01291955), array(-0.04226621), array(-0.01126313), array(0.03652334), array(0.0628137), array(-0.01143397), array(-0.00515309), array(-0.11187175), array(0.02768796), array(-0.06205678), array(-0.06492712), array(0.03980462), array(-0.02613919), array(-0.0772163), array(-0.00508862), array(0.07100006)]","[1, 0, 0, 1, 0, 1, 1, 0, 1]",5.233292416315365,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
85,gaussian,vanilla,True,3,9,H?qbDo~,500.9821002483368,45,"[array(0.01022531), array(-0.0251474), array(-0.23299558), array(-0.11226338), array(-0.03174208), array(-0.20759598), array(-0.23708365), array(-0.33228861), array(0.17941898), array(-0.04970013), array(-0.14889372), array(-0.44387575), array(-0.37250149), array(-0.36624244), array(-0.52419447), array(-0.48096006), array(-0.41998116), array(-0.51051624), array(-0.54804361), array(-0.29359718), array(-0.52963103), array(-0.4390884), array(-0.49733175), array(-0.49932213), array(-0.52740571), array(-0.5407225), array(-0.55560922), array(-0.48638476), array(-0.61298224), array(-0.49661113), array(-0.51025462), array(-0.55917189), array(-0.5419002), array(-0.54448807), array(-0.53192103), array(-0.51601848), array(-0.51160834), array(-0.5863804), array(-0.49834079), array(-0.50894582), array(-0.53138552), array(-0.47234733), array(-0.47975154), array(-0.51087778), array(-0.51864678)]","[0, 0, 0, 0, 1, 1, 1, 1, 0]",7.74764404835377,"[0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0]",7.74764404835377
86,gaussian,vanilla,True,3,9,H?`cnd},420.3326120376587,38,"[array(0.01284611), array(0.02375831), array(-0.17128409), array(-0.05878925), array(-0.02211865), array(0.00819191), array(-0.10484257), array(-0.16952763), array(-0.03117794), array(-0.07917089), array(-0.09242295), array(-0.16700318), array(-0.12606999), array(-0.09403767), array(-0.17019173), array(-0.16305621), array(-0.21588061), array(-0.14414287), array(-0.10774449), array(-0.24001796), array(-0.19998304), array(-0.1866127), array(-0.14175124), array(-0.19971024), array(-0.15301338), array(-0.17193202), array(-0.1870645), array(-0.23278674), array(-0.09010714), array(-0.18537197), array(-0.17129309), array(-0.11113499), array(-0.18736342), array(-0.09963342), array(-0.15395606), array(-0.14704148), array(-0.12661055), array(-0.21294874)]","[1, 0, 0, 1, 0, 1, 0, 1, 1]",7.623907302267824,"[1.0, 0, 0, 0, 0, 1.0, 0, 1.0, 1.0]",8.347116070076549
87,gaussian,vanilla,True,3,9,H?`cv`z,338.7366108894348,31,"[array(-0.04363517), array(-0.01743243), array(0.06642629), array(-0.04219413), array(0.00634371), array(0.06887038), array(-0.11995318), array(-0.06075315), array(0.12873151), array(-0.02402104), array(0.01996408), array(-0.03321929), array(-0.02239608), array(-0.03779653), array(0.01128622), array(-0.02629508), array(-0.03807039), array(-0.00778664), array(-0.00299904), array(0.05088857), array(-0.09754349), array(-0.00323851), array(-0.05743753), array(-0.04181639), array(-0.08641772), array(0.00176422), array(-0.0088537), array(0.04966348), array(0.01956785), array(-0.01759898), array(-0.00162672)]","[0, 0, 0, 1, 0, 1, 1, 0, 1]",5.417627867162714,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",7.4253265294692685
88,gaussian,vanilla,True,3,9,H?bFUi~,377.2706506252289,35,"[array(0.00253436), array(0.02162578), array(0.04698367), array(-0.00952288), array(0.04600414), array(-0.02692449), array(0.0030136), array(-0.01820155), array(0.06853791), array(0.01412677), array(-0.01247677), array(0.10039385), array(-0.12585029), array(-0.02723622), array(-0.03237478), array(0.00518737), array(-0.0702737), array(0.04738505), array(-0.00386628), array(-0.08347421), array(0.01720586), array(-0.02430919), array(0.00296413), array(0.03066925), array(-0.03569728), array(-0.01775072), array(-0.04549112), array(-0.00887135), array(-0.03382428), array(0.00756578), array(-0.10449762), array(0.02180609), array(0.00342826), array(0.00974399), array(-0.06861128)]","[0, 0, 1, 0, 0, 1, 0, 0, 1]",4.627626550872553,"[1.0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0]",7.764171831922256
89,gaussian,vanilla,True,3,9,HCQTefs,395.01958441734314,38,"[array(-0.03423461), array(0.02807867), array(0.01508368), array(0.16003698), array(-0.24245697), array(-0.10601689), array(-0.1035021), array(-0.21673541), array(0.0382314), array(-0.07382382), array(-0.19653126), array(-0.18030249), array(-0.19474858), array(-0.21857253), array(-0.21971453), array(-0.13951968), array(-0.26688549), array(-0.23106369), array(-0.25660681), array(-0.22926591), array(-0.1758655), array(-0.18741931), array(-0.27773644), array(-0.19620795), array(-0.22208735), array(-0.16944005), array(-0.23599372), array(-0.18962972), array(-0.23640424), array(-0.17810825), array(-0.20597309), array(-0.20566829), array(-0.23434362), array(-0.15040527), array(-0.1853045), array(-0.20405479), array(-0.20087504), array(-0.17000434)]","[0, 0, 1, 0, 1, 1, 0, 1, 0]",5.706618299851484,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]",7.2189069773577765
90,gaussian,vanilla,True,3,9,H?`vFVt,337.5004017353058,32,"[array(0.00834351), array(-0.04327278), array(-0.03864772), array(-0.00812431), array(0.01869205), array(-0.00723415), array(0.02436383), array(0.00602081), array(-0.0077914), array(0.09592255), array(0.02591653), array(-0.04382989), array(0.01245373), array(0.06205688), array(-0.00681338), array(0.05330709), array(-0.00547348), array(0.03918201), array(0.00112717), array(-0.09758881), array(0.04235101), array(0.04098751), array(0.05297621), array(-0.00964533), array(-0.06458322), array(0.0019625), array(0.05595583), array(-0.07730675), array(0.04933087), array(0.10214962), array(0.04960484), array(-0.07888852)]","[0, 1, 1, 0, 0, 0, 1, 1, 1]",5.450852022304017,"[0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 1.0]",8.044071421187637
91,gaussian,vanilla,True,3,9,HCXmfqv,409.2719647884369,41,"[array(0.08231787), array(0.0867907), array(0.11857045), array(0.10018828), array(-0.02752111), array(-0.02065901), array(0.05883361), array(0.05276522), array(0.0228747), array(0.04124721), array(-0.02782347), array(-0.09885732), array(-0.06731308), array(0.01287942), array(-0.05777295), array(-0.02083826), array(-0.04620563), array(-0.11470958), array(-0.04556194), array(-0.04663897), array(-0.11442739), array(-0.00264212), array(-0.09501502), array(-0.03390485), array(-0.07921022), array(-0.04049514), array(-0.0192092), array(-0.00814372), array(-0.07270785), array(-0.02563501), array(-0.0577443), array(-0.08981646), array(-0.05027071), array(-0.05672353), array(-0.02306159), array(-0.01277709), array(-0.04868525), array(-0.1230576), array(-0.04804079), array(-0.07637188), array(-0.10615916)]","[0, 0, 0, 0, 0, 1, 1, 1, 0]",6.311474334576384,"[1.0, 1.0, 1.0, 0, 1.0, 0, 0, 0, 1.0]",6.533122484141586
92,gaussian,vanilla,True,3,9,HCQebj],441.0525572299957,50,"[array(0.02085288), array(0.00180732), array(-0.06492123), array(0.00933867), array(-0.02530742), array(-0.02241865), array(-0.05050472), array(0.07102677), array(-0.06898843), array(0.18407515), array(-0.31166243), array(-0.29588294), array(-0.27099392), array(-0.31539862), array(-0.28588935), array(-0.36436521), array(-0.25413343), array(-0.29367008), array(-0.32486237), array(-0.20808346), array(-0.42241305), array(-0.4055284), array(-0.42117862), array(-0.47589414), array(-0.41051169), array(-0.43367855), array(-0.40245523), array(-0.40096509), array(-0.44298984), array(-0.41137983), array(-0.43339979), array(-0.42359619), array(-0.4565363), array(-0.48592848), array(-0.42001146), array(-0.46629975), array(-0.41543036), array(-0.46566085), array(-0.43690324), array(-0.39889318), array(-0.42073696), array(-0.4198241), array(-0.362236), array(-0.41280687), array(-0.42632421), array(-0.38165163), array(-0.43307711), array(-0.426458), array(-0.43245418), array(-0.38759158)]","[1, 1, 1, 1, 0, 0, 0, 0, 0]",6.125951699247245,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]",6.125951699247246
93,gaussian,vanilla,True,3,9,HCQbQpJ,2653.743420124054,39,"[array(0.02080945), array(-0.11033387), array(0.27265146), array(0.00500365), array(0.02914547), array(0.01149617), array(-0.03184006), array(0.01263032), array(-0.16351295), array(-0.08285756), array(-0.14484698), array(-0.24988766), array(-0.31547954), array(-0.29803247), array(-0.25005857), array(-0.27646308), array(-0.2730572), array(-0.2101068), array(-0.22874315), array(-0.22976378), array(-0.32617947), array(-0.37023631), array(-0.2836632), array(-0.24984813), array(-0.30674437), array(-0.2615852), array(-0.32132207), array(-0.22640523), array(-0.29136812), array(-0.28538569), array(-0.31570659), array(-0.32463099), array(-0.28492438), array(-0.30033445), array(-0.30129069), array(-0.28190255), array(-0.28535184), array(-0.31089707), array(-0.32325777)]","[1, 0, 0, 0, 0, 0, 1, 1, 0]",4.211028141743718,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0]",4.211028141743718
94,gaussian,vanilla,True,3,9,HCdbFNf,367.6474051475525,38,"[array(0.14381216), array(-0.0084794), array(-0.00725778), array(0.0479578), array(0.06808946), array(0.05971751), array(0.0270172), array(0.06976664), array(0.05448971), array(0.01910843), array(-0.07003938), array(-0.05796273), array(0.03888488), array(-0.02980516), array(0.06522664), array(0.07798085), array(-0.04660182), array(-0.02515944), array(-0.03481263), array(-0.08600092), array(-0.06536784), array(0.03581945), array(0.06111369), array(-0.01277759), array(0.00194475), array(-0.01037256), array(0.05650171), array(-0.03482655), array(-0.00133289), array(-0.04805107), array(-0.00225858), array(-0.0120156), array(-0.01659825), array(-0.02750591), array(-0.02458892), array(0.01769124), array(-0.04171824), array(-0.03744682)]","[1, 0, 0, 1, 0, 1, 1, 0, 1]",7.224987030283194,"[0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0]",8.618099618340064
95,gaussian,vanilla,True,3,9,H?`fffj,365.41216015815735,40,"[array(-0.08016444), array(-0.00186961), array(-0.22825803), array(0.13310102), array(-0.20368002), array(-0.27066451), array(-0.26263334), array(-0.11266418), array(-0.02766884), array(-0.29609894), array(-0.24717939), array(-0.39470695), array(-0.37533667), array(-0.33923407), array(-0.35119579), array(-0.33584935), array(-0.36640945), array(-0.40910099), array(-0.3827161), array(-0.34307147), array(-0.45303167), array(-0.41271156), array(-0.37453486), array(-0.45672309), array(-0.43335043), array(-0.34302476), array(-0.38466659), array(-0.41036798), array(-0.39979889), array(-0.40393696), array(-0.4167782), array(-0.38268919), array(-0.43509913), array(-0.38585694), array(-0.35472867), array(-0.41070254), array(-0.40401845), array(-0.4510587), array(-0.4446703), array(-0.38899565)]","[0, 0, 0, 0, 1, 1, 1, 1, 1]",6.405025338045776,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",6.532236701606372
96,gaussian,vanilla,True,3,9,H?ovfz{,330.49142694473267,35,"[array(0.06806883), array(-0.01973914), array(-0.03089222), array(-0.05975778), array(0.01340061), array(-0.04846789), array(0.02295718), array(0.01650124), array(-0.01491536), array(0.07313817), array(-0.09001345), array(0.01812885), array(-0.02238476), array(-0.01721127), array(-0.06440126), array(-0.02317504), array(-0.08850061), array(-0.05395849), array(-0.08868277), array(-0.04088728), array(-0.03902344), array(-0.01301618), array(-0.05402572), array(-0.12441213), array(-0.074079), array(-0.05626312), array(0.00204444), array(-0.04579384), array(-0.06284112), array(-0.05062578), array(-0.02311267), array(-0.05456375), array(-0.03441901), array(-0.03917924), array(-0.12156583)]","[0, 0, 1, 1, 0, 1, 0, 0, 0]",3.54510361194026,"[1.0, 1.0, 1.0, 1.0, 0, 1.0, 0, 0, 0]",8.36843075048951
97,gaussian,vanilla,True,3,9,HCrM\^~,296.7180154323578,30,"[array(0.02223121), array(-0.05892351), array(-0.00818942), array(-0.04237381), array(0.01037881), array(0.09164561), array(0.11298494), array(0.04218811), array(0.0382418), array(0.01609763), array(-0.00935733), array(0.06742006), array(-0.00200462), array(-0.04237457), array(0.03790716), array(0.06272535), array(0.14822093), array(0.01311888), array(0.02621035), array(0.02039782), array(0.0156889), array(-0.01898837), array(0.09296143), array(-0.00358602), array(0.03256814), array(0.10336884), array(0.02129106), array(-0.07945112), array(0.0593309), array(0.01321541)]","[0, 0, 1, 0, 0, 0, 1, 1, 0]",5.023044091000603,"[0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",9.397804657366132
98,gaussian,vanilla,True,3,9,H?`fNrt,324.04735112190247,36,"[array(-0.07580341), array(0.00516062), array(-0.05643424), array(-0.01924755), array(-0.08566623), array(-0.1154233), array(-0.10450959), array(-0.17463349), array(-0.00853887), array(0.01647619), array(-0.0119957), array(-0.11964728), array(-0.05341331), array(-0.06754608), array(-0.01655586), array(-0.11559198), array(-0.07885977), array(-0.04564776), array(-0.04861026), array(-0.12468444), array(-0.08384317), array(-0.13361307), array(-0.11095753), array(-0.07366276), array(-0.07371528), array(-0.06041932), array(-0.09406343), array(-0.0989173), array(-0.05394499), array(-0.09037596), array(-0.12260282), array(-0.11118707), array(-0.05801808), array(-0.11968413), array(-0.17066972), array(-0.08943637)]","[0, 0, 1, 1, 1, 1, 1, 1, 0]",5.649242387114576,"[0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0]",6.784150497834054
99,gaussian,vanilla,True,3,9,H?o~FB~,349.0974876880646,41,"[array(-0.03715784), array(0.11239561), array(0.05639725), array(-0.03842266), array(-0.02215578), array(0.06270554), array(0.03838066), array(0.11553019), array(0.01431432), array(0.017738), array(0.04323535), array(-0.00894962), array(-0.01207111), array(-0.00149391), array(-0.04310554), array(0.01501821), array(0.10162757), array(-0.00334727), array(-0.00321526), array(0.0393936), array(0.01514717), array(-0.04296056), array(0.05110796), array(-0.11209908), array(0.01507933), array(0.02693954), array(0.00192067), array(-0.01685051), array(0.00394961), array(0.08185276), array(0.02604552), array(0.00777177), array(0.05741966), array(-0.02585764), array(0.01180798), array(-0.01989065), array(0.05686551), array(-0.05028656), array(-0.05851952), array(0.02592006), array(0.01133102)]","[1, 1, 1, 0, 1, 0, 0, 0, 0]",6.310801676396646,"[0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]",8.466571687859474
