param_initialization,qaoa_variant,warm_start,depth,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,obj_func_evolution,
50,gaussian,vanilla,True,3,9,FCOfw,332.36012864112854,33,"[array(-0.10970391), array(0.22555533), array(0.17253214), array(-0.35594255), array(-0.3706279), array(-0.04245825), array(-0.22710706), array(0.14187062), array(-0.3537356), array(-0.19829341), array(-0.30698555), array(-0.32112721), array(-0.25788648), array(-0.34155618), array(-0.35036813), array(-0.30836011), array(-0.25742323), array(-0.29049557), array(-0.33128796), array(-0.36666692), array(-0.34857645), array(-0.33702154), array(-0.35537606), array(-0.30566704), array(-0.3588232), array(-0.30929725), array(-0.32674501), array(-0.30811029), array(-0.31394954), array(-0.40189541), array(-0.37233898), array(-0.32003383), array(-0.31669842)]","[0, 0, 0, 0, 1, 1, 1]",3.672884445248215,"[0, 0, 1.0, 1.0, 1.0, 0, 0]",4.362722409250715
51,gaussian,vanilla,True,3,9,FQzvO,401.21098709106445,39,"[array(0.21221966), array(0.13187022), array(-0.18889049), array(0.0653829), array(0.19476584), array(-0.23444018), array(-0.23283867), array(-0.12473669), array(0.03272776), array(-0.17440842), array(-0.34302877), array(-0.17969267), array(-0.30485079), array(-0.46658453), array(-0.48358154), array(-0.40845086), array(-0.17644127), array(-0.40096584), array(-0.50657367), array(-0.54546119), array(-0.45145091), array(-0.48829601), array(-0.37794507), array(-0.48021841), array(-0.48120308), array(-0.46623878), array(-0.51575736), array(-0.45697096), array(-0.46034718), array(-0.45624526), array(-0.48196403), array(-0.52803683), array(-0.5337054), array(-0.5007533), array(-0.49701107), array(-0.47204455), array(-0.47967714), array(-0.46622573), array(-0.49788959)]","[0, 0, 1, 1, 0, 1, 1]",5.380579131056419,"[0, 0, 1.0, 0, 0, 1.0, 1.0]",5.546261575784191
52,gaussian,vanilla,True,3,9,FQjdg,303.59235763549805,30,"[array(-0.04079581), array(-0.02096217), array(-0.07870147), array(0.04014564), array(0.00154858), array(-0.05812457), array(-0.01025987), array(0.00986048), array(-0.00579523), array(-0.0202538), array(-0.07449675), array(-0.00124399), array(-0.02392205), array(-0.02150349), array(-0.07025088), array(-0.03922409), array(-0.05305954), array(-0.0504112), array(-0.0231815), array(-0.02897888), array(-0.01239932), array(-0.04361371), array(-0.0281392), array(0.01839319), array(-0.02583715), array(-0.0325505), array(-0.02680303), array(-0.01087778), array(-0.01620477), array(-0.02509804)]","[1, 0, 1, 1, 0, 0, 1]",2.7765815916551633,"[1.0, 0, 0, 1.0, 0, 1.0, 0]",4.435975452335594
53,gaussian,vanilla,True,3,9,FCR`w,385.14287519454956,38,"[array(0.07483172), array(0.01851278), array(-0.22277097), array(0.11239298), array(-0.07455129), array(-0.22198988), array(-0.22700553), array(-0.53154583), array(-0.16797932), array(-0.28460804), array(-0.01283642), array(-0.41068784), array(-0.5171617), array(-0.37826764), array(-0.46598866), array(-0.556915), array(-0.56906942), array(-0.62289117), array(-0.61730671), array(-0.60029422), array(-0.57714365), array(-0.63004284), array(-0.69241913), array(-0.68414574), array(-0.6556179), array(-0.65338796), array(-0.62965161), array(-0.66421275), array(-0.65942046), array(-0.65296668), array(-0.65610964), array(-0.64523707), array(-0.60962638), array(-0.64896128), array(-0.6272037), array(-0.65555963), array(-0.62146755), array(-0.67670344)]","[1, 1, 0, 0, 0, 0, 1]",5.11808513939146,"[0, 0, 1.0, 1.0, 1.0, 1.0, 0]",5.11808513939146
54,gaussian,vanilla,True,3,9,F~~~w,381.7601101398468,37,"[array(-0.00634797), array(0.00443771), array(0.0079034), array(0.03109311), array(0.05618988), array(0.01064394), array(0.13068999), array(0.1357672), array(0.0207321), array(-0.02899756), array(0.02009802), array(-0.00456549), array(0.00836027), array(0.16024044), array(-0.04199247), array(-0.02156951), array(0.00631011), array(0.00967554), array(0.03632703), array(-0.00311983), array(0.00616022), array(-0.00929321), array(0.03600135), array(0.04330284), array(-0.04966046), array(0.00347647), array(-0.03035868), array(0.08289165), array(-0.0166839), array(0.00472212), array(0.06081978), array(0.00817944), array(0.01746739), array(0.02325497), array(-0.04736615), array(0.00047534), array(0.03502247)]","[0, 1, 1, 1, 0, 1, 1]",3.742299627798271,"[0, 0, 1.0, 1.0, 0, 0, 1.0]",7.632510861100366
55,gaussian,vanilla,True,3,9,FQinw,475.93589973449707,47,"[array(0.01834204), array(0.05186164), array(0.09392636), array(0.08549493), array(0.03241697), array(0.03008831), array(0.00816424), array(-0.06178374), array(0.0245153), array(0.50853229), array(-0.10747354), array(-0.09762009), array(-0.11126749), array(-0.10069867), array(-0.10446303), array(-0.07030683), array(-0.04202105), array(-0.0623409), array(-0.08361754), array(-0.09770411), array(-0.11396705), array(-0.10955233), array(-0.06517734), array(-0.10765977), array(-0.07507495), array(-0.07953184), array(-0.10327644), array(-0.12512422), array(-0.12019314), array(-0.12193075), array(-0.12068013), array(-0.10240214), array(-0.16833938), array(-0.1273879), array(-0.13845603), array(-0.07835814), array(-0.08885973), array(-0.08092799), array(-0.09249911), array(-0.11077547), array(-0.0983834), array(-0.08040611), array(-0.13218913), array(-0.14817004), array(-0.11570842), array(-0.13010252), array(-0.0957334)]","[0, 0, 0, 1, 1, 1, 0]",2.8964367165935543,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",4.584620798581044
56,gaussian,vanilla,True,3,9,F?zPw,441.42766404151917,43,"[array(-0.00197062), array(0.06016445), array(0.13113749), array(-0.10849912), array(0.12280149), array(0.14360835), array(-0.0177158), array(0.03080274), array(-0.12131167), array(-0.12428482), array(-0.15331062), array(-0.13608061), array(-0.18588672), array(-0.11514113), array(-0.03775331), array(-0.19421875), array(-0.18141221), array(-0.16799733), array(-0.16755258), array(-0.16038445), array(-0.14286989), array(-0.16732174), array(-0.19741447), array(-0.18106845), array(-0.15516846), array(-0.18595212), array(-0.16081839), array(-0.06994894), array(-0.14894135), array(-0.14707994), array(-0.10011895), array(-0.12432483), array(-0.14339559), array(-0.20296713), array(-0.15439337), array(-0.16082342), array(-0.16299718), array(-0.16815467), array(-0.20678129), array(-0.18670013), array(-0.1641521), array(-0.17469489), array(-0.20253278)]","[1, 1, 0, 1, 1, 0, 1]",3.608043149150304,"[1.0, 1.0, 1.0, 0, 0, 0, 1.0]",4.175628727248147
57,gaussian,vanilla,True,3,9,FCzcw,532.1028523445129,52,"[array(0.03846958), array(-0.34991799), array(0.0028645), array(-0.30669077), array(-0.2831715), array(-0.18993589), array(-0.38140165), array(-0.34742412), array(-0.34347625), array(-0.29212477), array(-0.42458734), array(-0.31770901), array(-0.26715111), array(-0.54988802), array(-0.5533616), array(-0.61246594), array(-0.54645841), array(-0.46657617), array(-0.62422079), array(-0.61510215), array(-0.57023711), array(-0.58601027), array(-0.65306235), array(-0.60062696), array(-0.55422412), array(-0.68664505), array(-0.69991026), array(-0.64812475), array(-0.63088465), array(-0.60894267), array(-0.70823901), array(-0.61957718), array(-0.66803841), array(-0.66607102), array(-0.62731319), array(-0.68410465), array(-0.68270653), array(-0.72083814), array(-0.6893609), array(-0.71175977), array(-0.66223059), array(-0.69616427), array(-0.68902722), array(-0.69499873), array(-0.69876684), array(-0.69962749), array(-0.66432748), array(-0.7257498), array(-0.68158244), array(-0.666041), array(-0.63516912), array(-0.662838)]","[1, 1, 1, 0, 0, 0, 1]",3.607591052789439,"[1.0, 1.0, 1.0, 0, 0, 0, 1.0]",3.607591052789439
58,gaussian,vanilla,True,3,9,FCf~w,308.19564390182495,30,"[array(0.00879139), array(-0.05470503), array(-0.27550753), array(-0.03987789), array(-0.06728346), array(-0.38544385), array(-0.31973758), array(-0.10361765), array(-0.19590348), array(-0.28385949), array(-0.37374048), array(-0.27785724), array(-0.31642513), array(-0.32417218), array(-0.36215629), array(-0.28919992), array(-0.38014032), array(-0.36329981), array(-0.31550621), array(-0.34015102), array(-0.34425377), array(-0.36165853), array(-0.34738291), array(-0.33939281), array(-0.38069753), array(-0.36570834), array(-0.32337615), array(-0.34619002), array(-0.29029831), array(-0.28837914)]","[0, 0, 0, 1, 0, 1, 1]",5.488661764849807,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",5.576647441350781
59,gaussian,vanilla,True,3,9,F?bro,387.6701111793518,38,"[array(0.0091686), array(0.00183959), array(-0.06691886), array(-0.16185161), array(-0.30910586), array(0.08806688), array(0.06834721), array(0.03005604), array(-0.2545148), array(-0.32523072), array(-0.27546724), array(-0.30127935), array(-0.21854604), array(-0.32300836), array(-0.30048346), array(-0.37523427), array(-0.25120853), array(-0.32380687), array(-0.36736996), array(-0.3251583), array(-0.36192875), array(-0.35984047), array(-0.36018055), array(-0.32278896), array(-0.32492526), array(-0.36745685), array(-0.32868421), array(-0.33067021), array(-0.34777361), array(-0.37732136), array(-0.34530476), array(-0.31767723), array(-0.33030687), array(-0.32801822), array(-0.35239638), array(-0.33860054), array(-0.3690577), array(-0.33449744)]","[1, 1, 1, 1, 0, 0, 0]",2.7452423862481785,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0]",2.7452423862481785
60,gaussian,vanilla,True,3,9,GCZMY{,367.2994153499603,36,"[array(-0.07049277), array(0.01438579), array(0.0040761), array(0.17336896), array(-0.12157769), array(-0.29230856), array(-0.17311704), array(-0.03915641), array(-0.1755636), array(-0.17516392), array(-0.28204949), array(-0.20720261), array(-0.31864484), array(-0.25360368), array(-0.3342353), array(-0.24039678), array(-0.25269312), array(-0.22493252), array(-0.26414353), array(-0.23013848), array(-0.27307548), array(-0.29359034), array(-0.23401428), array(-0.26529895), array(-0.28274965), array(-0.24116329), array(-0.28954871), array(-0.24801881), array(-0.27061767), array(-0.22403548), array(-0.27662965), array(-0.28916442), array(-0.34319891), array(-0.26592059), array(-0.28263361), array(-0.27890747)]","[0, 0, 0, 1, 1, 1, 1, 0]",5.328919109527003,"[1.0, 0, 0, 0, 1.0, 0, 0, 1.0]",6.1656518279704855
61,gaussian,vanilla,True,3,9,GCqnfc,349.17845916748047,34,"[array(0.03553987), array(0.05196089), array(0.0004144), array(0.1719081), array(-0.09053008), array(-0.0651871), array(-0.06055397), array(0.03033456), array(-0.12296525), array(-0.0356931), array(-0.05498989), array(0.00332065), array(-0.06467405), array(-0.109036), array(0.05046146), array(-0.06646761), array(-0.03484018), array(-0.09619067), array(-0.08200892), array(-0.05610471), array(-0.01194776), array(-0.00980392), array(-0.07156335), array(-0.05692312), array(-0.02422119), array(-0.02105916), array(-0.05719878), array(0.01352924), array(-0.10487267), array(-0.11731832), array(-0.12361719), array(-0.03603073), array(-0.05815281), array(-0.01673525)]","[0, 1, 0, 1, 1, 1, 0, 0]",3.615236951711461,"[0, 1.0, 1.0, 1.0, 0, 1.0, 0, 0]",5.497646681997324
62,gaussian,vanilla,True,3,9,GCrb`o,401.189316034317,39,"[array(0.14262714), array(0.02948929), array(-0.48903304), array(-0.19316318), array(0.15397816), array(-0.48050241), array(-0.52496956), array(-0.35399149), array(-0.3183944), array(-0.43805107), array(-0.37215208), array(-0.56309245), array(-0.2868702), array(-0.6495795), array(-0.64411563), array(-0.4910321), array(-0.66696881), array(-0.62004062), array(-0.70031017), array(-0.71243951), array(-0.68693163), array(-0.65111731), array(-0.70913146), array(-0.64440637), array(-0.69235443), array(-0.65420507), array(-0.70303382), array(-0.66685739), array(-0.69517342), array(-0.64797043), array(-0.67926287), array(-0.69676645), array(-0.6889243), array(-0.61770669), array(-0.63828386), array(-0.66707572), array(-0.68817861), array(-0.65665378), array(-0.68033032)]","[0, 1, 1, 1, 1, 0, 0, 0]",5.72275221334833,"[1.0, 1.0, 1.0, 0, 0, 0, 0, 1.0]",5.746790969279266
63,gaussian,vanilla,True,3,9,G?`c^c,443.50267124176025,44,"[array(0.08160506), array(-0.05256531), array(-0.08822454), array(0.07433901), array(-0.14404101), array(0.03791132), array(-0.15675048), array(0.10968564), array(-0.27521325), array(-0.27627477), array(-0.29803903), array(-0.16869337), array(-0.28060854), array(-0.23660251), array(-0.28850318), array(-0.21754099), array(-0.19746012), array(-0.35476312), array(-0.29430691), array(-0.29414774), array(-0.33484454), array(-0.32449024), array(-0.30310118), array(-0.32465353), array(-0.31436886), array(-0.36221142), array(-0.28308537), array(-0.35241116), array(-0.31447695), array(-0.32442907), array(-0.34416092), array(-0.25758334), array(-0.35885808), array(-0.32124234), array(-0.32025812), array(-0.3660356), array(-0.31248662), array(-0.36184315), array(-0.29409817), array(-0.29927835), array(-0.31013652), array(-0.31109875), array(-0.27950087), array(-0.29030659)]","[0, 1, 0, 1, 1, 1, 0, 0]",3.2414425684699397,"[0, 0, 0, 0, 1.0, 1.0, 0, 1.0]",5.456219255426036
64,gaussian,vanilla,True,3,9,GCY^fo,360.4793839454651,35,"[array(-0.03226517), array(-0.08727629), array(-0.03208377), array(-0.09907818), array(-0.00281807), array(-0.0470529), array(-0.1165618), array(-0.14619152), array(-0.12349676), array(-0.01748938), array(0.06712479), array(-0.05639978), array(-0.05421577), array(-0.04544713), array(-0.0684957), array(-0.00741071), array(-0.03590709), array(-0.13330975), array(-0.04793115), array(-0.10421396), array(-0.11545225), array(-0.10085095), array(-0.02542345), array(-0.13188288), array(-0.09044619), array(-0.07019162), array(-0.03358645), array(-0.03094904), array(-0.0721609), array(-0.09775991), array(-0.1101346), array(-0.06261328), array(-0.06370506), array(-0.02903851), array(-0.04798704)]","[1, 1, 0, 0, 1, 0, 1, 1]",3.8692497495868072,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",6.479057280322161
65,gaussian,vanilla,True,3,9,G?BDvw,338.12746930122375,33,"[array(-0.08900562), array(-0.0108958), array(0.17672992), array(-0.06231337), array(-0.02151604), array(-0.03848307), array(-0.17863419), array(0.02703267), array(0.00714221), array(-0.20156239), array(-0.01044518), array(-0.31068455), array(-0.11162342), array(-0.1296332), array(-0.2111235), array(-0.12546624), array(-0.13787202), array(-0.17054858), array(-0.20754564), array(-0.17332951), array(-0.17699262), array(-0.15250652), array(-0.21428114), array(-0.20949024), array(-0.18225201), array(-0.19320081), array(-0.17527103), array(-0.23432307), array(-0.13423089), array(-0.18531101), array(-0.14274768), array(-0.16824733), array(-0.19793869)]","[1, 0, 0, 1, 1, 1, 0, 0]",4.755594128335518,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]",6.1312063335041564
66,gaussian,vanilla,True,3,9,GCrrt[,421.59538102149963,41,"[array(0.03748961), array(0.06230941), array(0.01458452), array(0.10125743), array(-0.13584335), array(-0.00222969), array(-0.11318546), array(-0.0551298), array(-0.05986618), array(-0.10127537), array(-0.03812907), array(-0.11469757), array(-0.0873328), array(-0.09057883), array(-0.14181582), array(-0.08415076), array(-0.05951248), array(-0.09756742), array(-0.12970856), array(-0.1490271), array(-0.15642517), array(-0.08197609), array(-0.07285349), array(-0.11456218), array(-0.11969347), array(-0.06247827), array(-0.13509263), array(-0.11109309), array(-0.09826454), array(-0.03262639), array(-0.18202755), array(-0.12461982), array(-0.09218118), array(-0.14058016), array(-0.10605586), array(-0.09060529), array(-0.07230332), array(-0.1168849), array(-0.11062713), array(-0.06546495), array(-0.07549064)]","[1, 0, 0, 0, 0, 1, 1, 1]",6.5225111380638685,"[0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0]",6.832223019458334
67,gaussian,vanilla,True,3,9,G?`cno,368.4042716026306,36,"[array(-0.04834306), array(-0.00377184), array(0.16459308), array(-0.1084759), array(-0.23265152), array(-0.12518686), array(-0.12718356), array(-0.08183123), array(-0.23650376), array(-0.18594983), array(-0.14312969), array(-0.20925864), array(-0.09270646), array(-0.23636455), array(-0.09537819), array(-0.19567155), array(-0.23939202), array(-0.21159934), array(-0.15458566), array(-0.29379814), array(-0.24727133), array(-0.22794297), array(-0.21088025), array(-0.19513631), array(-0.23079372), array(-0.15473055), array(-0.23191464), array(-0.26145958), array(-0.21232649), array(-0.18651556), array(-0.19656891), array(-0.2856263), array(-0.23554169), array(-0.28252374), array(-0.27539762), array(-0.15024481)]","[0, 1, 1, 0, 1, 0, 1, 0]",5.081062591411784,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",5.211623763820935
68,gaussian,vanilla,True,3,9,G?BDn[,399.15828227996826,39,"[array(-0.10537102), array(-0.24114895), array(-0.31222729), array(0.00266259), array(-0.27729005), array(-0.44812497), array(-0.36322841), array(-0.17906935), array(-0.30721626), array(-0.36417239), array(-0.31834374), array(-0.45617009), array(-0.37569878), array(-0.51734496), array(-0.42452624), array(-0.52174677), array(-0.38915598), array(-0.49182214), array(-0.38390073), array(-0.49382238), array(-0.45109907), array(-0.43950047), array(-0.53729178), array(-0.43214391), array(-0.45391982), array(-0.47921503), array(-0.50258022), array(-0.42345445), array(-0.5039682), array(-0.43046794), array(-0.4532359), array(-0.47420268), array(-0.47019548), array(-0.50327841), array(-0.52059564), array(-0.45915592), array(-0.49961789), array(-0.42251497), array(-0.47603574)]","[0, 0, 0, 0, 0, 1, 0, 1]",5.144379198373807,"[0, 0, 0, 1.0, 0, 1.0, 0, 1.0]",5.636585732809579
69,gaussian,vanilla,True,3,9,GCRVF[,330.7113428115845,32,"[array(0.10508898), array(-0.03612822), array(-0.09739915), array(0.03691756), array(-0.21754683), array(-0.15728076), array(-0.22666963), array(-0.28392792), array(0.03776956), array(-0.15422301), array(-0.04890172), array(-0.06745283), array(-0.16175726), array(-0.05791531), array(-0.24628786), array(-0.19374867), array(-0.25935155), array(-0.12061881), array(-0.23364129), array(-0.21764377), array(-0.21504133), array(-0.15105123), array(-0.24644497), array(-0.20040098), array(-0.13644356), array(-0.20710615), array(-0.15094917), array(-0.17085702), array(-0.1003924), array(-0.16222131), array(-0.12941903), array(-0.22038642)]","[0, 1, 0, 1, 1, 1, 1, 0]",4.743535077801821,"[1.0, 1.0, 1.0, 0, 0, 0, 0, 0]",6.49004782359108
70,gaussian,vanilla,True,3,9,GCXmf{,366.4745547771454,36,"[array(0.27660303), array(-0.08013563), array(-0.31785661), array(-0.22302757), array(0.03484586), array(-0.22491391), array(-0.26292877), array(0.25315395), array(-0.32398083), array(-0.2992408), array(-0.24470923), array(-0.24576055), array(-0.29034437), array(-0.19419458), array(-0.2310904), array(-0.32256736), array(-0.25292546), array(-0.28972707), array(-0.37230931), array(-0.33071077), array(-0.26558621), array(-0.30559127), array(-0.34000271), array(-0.30590816), array(-0.2466568), array(-0.36006715), array(-0.37444763), array(-0.36905976), array(-0.31406322), array(-0.34859988), array(-0.26321671), array(-0.27808038), array(-0.29439637), array(-0.33852018), array(-0.29741352), array(-0.30878769)]","[1, 1, 1, 1, 0, 1, 0, 0]",6.442125480117323,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",6.856126558148148
71,gaussian,vanilla,True,3,9,G?qm]s,477.409903049469,45,"[array(-0.00635502), array(0.10123765), array(-0.03511599), array(-0.00420851), array(0.06079566), array(0.0430163), array(-0.06208236), array(0.55507484), array(-0.19793244), array(-0.16923621), array(-0.26252665), array(-0.28531661), array(-0.27553964), array(-0.21494298), array(-0.30034528), array(-0.07989976), array(-0.18093452), array(-0.24699262), array(-0.29761697), array(-0.27488671), array(-0.26639808), array(-0.22865846), array(-0.24405836), array(-0.32534383), array(-0.23705568), array(-0.30697082), array(-0.34970581), array(-0.33137784), array(-0.28339033), array(-0.29754318), array(-0.31609434), array(-0.3146516), array(-0.35052633), array(-0.21053944), array(-0.2907947), array(-0.29239037), array(-0.25598741), array(-0.25064479), array(-0.28970095), array(-0.34153055), array(-0.22848075), array(-0.25607372), array(-0.26937836), array(-0.2581866), array(-0.27286085)]","[1, 0, 1, 0, 1, 0, 0, 1]",6.047342113736631,"[1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0]",6.047342113736631
72,gaussian,vanilla,True,3,9,GEit^[,346.210312128067,33,"[array(0.01471409), array(-0.10639847), array(-0.01782062), array(-0.00495179), array(0.04820952), array(-0.07396068), array(-0.12213255), array(0.07897116), array(0.03197583), array(0.08814738), array(-0.01211166), array(0.01791715), array(-0.05311137), array(-0.04625568), array(-0.02035238), array(-0.01746101), array(0.0199558), array(-0.04971807), array(0.06112494), array(-0.10886196), array(-0.0241595), array(-0.04401791), array(-0.03098352), array(0.03345913), array(0.01304743), array(0.01546341), array(0.00224949), array(-0.03044282), array(0.04532339), array(0.02174014), array(-0.04295224), array(0.03106437), array(0.05528249)]","[1, 1, 0, 0, 1, 0, 1, 1]",5.220061808700232,"[1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0]",7.82556732702197
73,gaussian,vanilla,True,3,9,GCXk~{,447.0132329463959,41,"[array(0.03150518), array(-0.03818251), array(-0.11680774), array(0.02273293), array(-0.02031432), array(-0.09812603), array(-0.16823186), array(-0.13375963), array(-0.12028008), array(-0.11734898), array(-0.15534379), array(-0.14139208), array(-0.13328136), array(-0.16857764), array(-0.19181571), array(-0.30528791), array(-0.39771533), array(-0.37806381), array(-0.32169346), array(-0.38210973), array(-0.35959883), array(-0.33221148), array(-0.38235159), array(-0.3172182), array(-0.43571184), array(-0.37044295), array(-0.30142398), array(-0.33678931), array(-0.38661644), array(-0.31136391), array(-0.30601599), array(-0.40165939), array(-0.31920381), array(-0.37977775), array(-0.34459053), array(-0.35431711), array(-0.3797884), array(-0.35627554), array(-0.30081599), array(-0.35435129), array(-0.38234009)]","[0, 1, 0, 1, 0, 1, 1, 0]",6.299546128947913,"[1.0, 0, 0, 0, 0, 1.0, 0, 1.0]",6.510915383817328
74,gaussian,vanilla,True,3,9,G?B@~w,440.3780040740967,41,"[array(0.13952465), array(0.11622598), array(-0.4461726), array(-0.11323807), array(-0.4043327), array(-0.39923966), array(-0.4068734), array(-0.34735562), array(-0.536762), array(-0.34168909), array(-0.43212735), array(-0.37650868), array(-0.55535942), array(-0.32418914), array(-0.52614418), array(-0.29856731), array(-0.55792413), array(-0.34714487), array(-0.5147532), array(-0.52902803), array(-0.49471856), array(-0.55165389), array(-0.54439163), array(-0.58180679), array(-0.50620652), array(-0.56684521), array(-0.47892975), array(-0.54849135), array(-0.54151874), array(-0.56134285), array(-0.56176993), array(-0.48555129), array(-0.51785367), array(-0.56213714), array(-0.51977356), array(-0.54645729), array(-0.56868938), array(-0.56242964), array(-0.53338374), array(-0.56961401), array(-0.5236407)]","[0, 0, 0, 0, 1, 1, 0, 1]",3.7593134446360867,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]",3.93487022973433
75,gaussian,vanilla,True,3,9,GCznZ{,325.9242117404938,31,"[array(-0.00729435), array(0.09268267), array(-0.16389467), array(0.10657857), array(-0.07528478), array(-0.24185779), array(-0.2667524), array(-0.02851149), array(-0.21566097), array(-0.16998698), array(-0.12002131), array(-0.16683739), array(-0.10353508), array(-0.17034849), array(-0.20150665), array(-0.16563776), array(-0.19757918), array(-0.1698849), array(-0.23451429), array(-0.22712263), array(-0.14672743), array(-0.23352798), array(-0.15462358), array(-0.16002794), array(-0.20184953), array(-0.14692062), array(-0.16469327), array(-0.21544573), array(-0.20485704), array(-0.13845934), array(-0.20343547)]","[1, 0, 1, 0, 1, 0, 0, 1]",7.456502049762939,"[0, 1.0, 0, 1.0, 0, 1.0, 1.0, 0]",7.456502049762939
76,gaussian,vanilla,True,3,9,G?BfN{,400.75773882865906,37,"[array(0.05728012), array(0.08313248), array(0.215092), array(-0.00034414), array(-0.00298183), array(-0.00221701), array(0.01341849), array(-0.04816347), array(0.0488853), array(-0.05299872), array(-0.05755628), array(-0.09995955), array(-0.10921976), array(-0.17128301), array(-0.11485129), array(-0.11620272), array(-0.08200542), array(-0.0945068), array(-0.07189843), array(-0.11422222), array(-0.15949853), array(-0.13890275), array(-0.15655362), array(-0.10499555), array(-0.13999325), array(-0.14672346), array(-0.12660373), array(-0.12165116), array(-0.13613104), array(-0.11220939), array(-0.11669065), array(-0.128087), array(-0.1219602), array(-0.1183514), array(-0.12919723), array(-0.1115645), array(-0.0928073)]","[1, 0, 1, 1, 1, 0, 1, 0]",3.234348122092194,"[1.0, 0, 1.0, 1.0, 1.0, 0, 1.0, 0]",3.234348122092194
77,gaussian,vanilla,True,3,9,G?ovf{,431.7085337638855,40,"[array(0.12040293), array(0.1146007), array(0.0384321), array(0.00016723), array(-0.12360835), array(0.03134197), array(0.01211664), array(0.0024661), array(-0.25192813), array(-0.05021413), array(-0.37865771), array(-0.31074388), array(-0.11212504), array(-0.45536408), array(-0.3828218), array(-0.4172538), array(-0.43777944), array(-0.46801951), array(-0.32739656), array(-0.5047268), array(-0.39608385), array(-0.47892369), array(-0.35212581), array(-0.47938413), array(-0.42838505), array(-0.48035059), array(-0.44169726), array(-0.45777036), array(-0.45995205), array(-0.39946617), array(-0.46934365), array(-0.48867169), array(-0.46381986), array(-0.47543387), array(-0.37955825), array(-0.47310994), array(-0.46795413), array(-0.4035178), array(-0.45707267), array(-0.46916002)]","[0, 1, 0, 1, 1, 1, 0, 0]",5.61268373032187,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0]",6.242557566308028
78,gaussian,vanilla,True,3,9,GCRVfw,495.4901466369629,46,"[array(0.00765679), array(-0.01214358), array(-0.06582727), array(0.11028399), array(0.03487631), array(-0.11134881), array(-0.14921444), array(-0.13340568), array(-0.19687341), array(-0.12912798), array(0.04369905), array(-0.38852668), array(-0.16423206), array(-0.42673464), array(-0.32652088), array(-0.39343537), array(-0.37864042), array(-0.4364492), array(-0.41351901), array(-0.24770541), array(-0.41656246), array(-0.40173997), array(-0.41478809), array(-0.42463326), array(-0.46325563), array(-0.41413419), array(-0.44970442), array(-0.39040991), array(-0.42927621), array(-0.3385631), array(-0.37820847), array(-0.44902613), array(-0.43119218), array(-0.39400685), array(-0.37418198), array(-0.41631379), array(-0.38836288), array(-0.34442508), array(-0.42190331), array(-0.50290861), array(-0.41820891), array(-0.43742247), array(-0.44113938), array(-0.40467711), array(-0.41599811), array(-0.44198208)]","[1, 1, 1, 0, 0, 0, 0, 1]",6.409934720422318,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]",6.838899355681476
79,gaussian,vanilla,True,3,9,GCZvnk,404.88385939598083,37,"[array(-0.0473195), array(-0.01038199), array(-0.03431356), array(0.04054081), array(-0.01811243), array(0.00292353), array(0.04318084), array(0.04432165), array(-0.03740761), array(-0.04027205), array(-0.00422994), array(0.05363859), array(-0.04216872), array(-0.02547369), array(0.02755232), array(0.02466477), array(0.00155076), array(0.03553591), array(-0.05209125), array(0.00123447), array(-0.02802427), array(-0.00306638), array(-0.00891912), array(0.02767373), array(-0.00670651), array(-0.02960729), array(-0.04579778), array(0.01614506), array(-0.0353797), array(0.046567), array(-0.05306005), array(-0.02064064), array(0.00429193), array(-0.01284801), array(-0.01454574), array(-0.00643722), array(0.08506505)]","[1, 1, 1, 1, 0, 1, 0, 1]",4.79079956965056,"[0, 0, 0, 0, 1.0, 0, 1.0, 1.0]",6.559321587398342
80,gaussian,vanilla,True,3,9,H?r@fR],371.89671897888184,33,"[array(-0.13117421), array(0.17638758), array(0.04533437), array(0.19637564), array(0.02009551), array(0.06600124), array(-0.09253682), array(0.05289594), array(-0.05199525), array(-0.07391067), array(-0.10948286), array(0.00471894), array(-0.19446618), array(-0.04268638), array(-0.07542235), array(-0.03808649), array(-0.04026116), array(-0.10955157), array(-0.12409819), array(-0.05836367), array(-0.04872536), array(-0.03506866), array(-0.07556268), array(-0.09518738), array(-0.13000237), array(-0.09355823), array(-0.06534401), array(-0.11238808), array(-0.00790245), array(-0.05456244), array(-0.09990914), array(-0.10332171), array(-0.06522333)]","[1, 1, 0, 1, 1, 0, 1, 0, 1]",4.045726116398149,"[0, 0, 1.0, 1.0, 0, 1.0, 0, 1.0, 1.0]",7.291572586098401
